layer,channel,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,perf,phi
features.2.conv.1.0,35,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,2.597719799268816e-07,7.675030389009407e-09
features.2.conv.1.0,36,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,1.6305246930414796e-08,2.0321277816037766e-07
features.2.conv.1.0,37,0.827492596248766,0.8281342546890424,0.0006416584402764158,0.0006416584402764158,7.819318526003372e-09,1.081611529230031e-07
features.2.conv.1.0,38,0.827492596248766,0.8270483711747285,-0.00044422507403751865,0.00044422507403751865,1.948380713656661e-06,4.0579792859318794e-09
features.2.conv.1.0,39,0.827492596248766,0.8259131293188549,-0.0015794669299111774,0.0015794669299111774,4.731482761144434e-08,1.1435229652079216e-07
features.2.conv.1.0,40,0.827492596248766,0.8265547877591313,-0.0009378084896347616,0.0009378084896347616,7.978483651527313e-09,1.887581078108269e-07
features.2.conv.1.0,41,0.827492596248766,0.8283316880552813,0.000839091806515313,0.000839091806515313,1.7082773240417737e-07,1.3068658688553114e-07
features.2.conv.1.0,42,0.827492596248766,0.8260118460019743,-0.0014807502467917288,0.0014807502467917288,1.735700266181084e-06,9.71397540183716e-09
features.2.conv.1.0,43,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,9.027623377733108e-07,7.303389448765074e-09
features.2.conv.1.0,44,0.827492596248766,0.8266535044422507,-0.000839091806515313,0.000839091806515313,1.9110076721062802e-07,5.206012954062089e-09
features.2.conv.1.0,45,0.827492596248766,0.8272458045409674,-0.0002467917077986215,0.0002467917077986215,4.0636042086816815e-08,2.144061426179178e-07
features.2.conv.1.0,46,0.827492596248766,0.8262092793682132,-0.0012833168805528317,0.0012833168805528317,6.750941849986702e-08,2.2518470643717592e-08
features.2.conv.1.0,47,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,6.859087875454861e-07,9.699402392371326e-10
features.2.conv.1.0,48,0.827492596248766,0.8277887462981244,0.00029615004935834577,0.00029615004935834577,3.74715284578997e-07,4.05427202920805e-09
features.2.conv.1.0,49,0.827492596248766,0.8268015794669299,-0.0006910167818361401,0.0006910167818361401,2.028579274337972e-06,4.2588008675181754e-09
features.2.conv.1.0,50,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,2.6902500227521382e-09,1.0064737665516077e-07
features.2.conv.1.0,51,0.827492596248766,0.8279368213228036,0.00044422507403751865,0.00044422507403751865,1.6586096052151333e-08,1.710514681008135e-07
features.2.conv.1.0,52,0.827492596248766,0.8281836130306022,0.0006910167818361401,0.0006910167818361401,1.0875744749228032e-08,5.7394661467924386e-08
features.2.conv.1.0,53,0.827492596248766,0.8281836130306022,0.0006910167818361401,0.0006910167818361401,2.025040402031664e-08,4.0418193236746454e-08
features.2.conv.1.0,54,0.827492596248766,0.8268509378084896,-0.0006416584402764158,0.0006416584402764158,1.2986385300450822e-08,7.587935613173613e-08
features.2.conv.1.0,55,0.827492596248766,0.8265054294175715,-0.000987166831194486,0.000987166831194486,3.770534704017337e-06,4.744434622949711e-09
features.2.conv.1.0,56,0.827492596248766,0.8278874629812438,0.00039486673247779436,0.00039486673247779436,4.96126233429095e-08,2.3138451865634127e-07
features.2.conv.1.0,57,0.827492596248766,0.8244323790720631,-0.0030602171767029063,0.0030602171767029063,7.429655397572787e-07,2.8331078283372335e-07
features.2.conv.1.0,58,0.827492596248766,0.8269002961500493,-0.0005923000987166915,0.0005923000987166915,5.362373372008733e-07,7.658204737026608e-09
features.2.conv.1.0,59,0.827492596248766,0.827147087857848,-0.00034550839091807006,0.00034550839091807006,9.891659047411851e-09,3.725977393287394e-08
features.2.conv.1.0,60,0.827492596248766,0.8246791707798617,-0.002813425468904285,0.002813425468904285,1.1516875986217201e-07,7.620251807338718e-08
features.2.conv.1.0,61,0.827492596248766,0.8262092793682132,-0.0012833168805528317,0.0012833168805528317,5.695521210213884e-08,1.0776955150504365e-07
features.2.conv.1.0,62,0.827492596248766,0.8271964461994077,-0.00029615004935834577,0.00029615004935834577,3.13515715788526e-06,3.6466614172780965e-09
features.2.conv.1.0,63,0.827492596248766,0.8258637709772951,-0.0016288252714709017,0.0016288252714709017,1.2981499253328368e-07,1.5245024798105078e-08
features.2.conv.1.0,64,0.827492596248766,0.8263573543928924,-0.0011352418558736588,0.0011352418558736588,6.876293756619134e-09,1.876035895520545e-07
features.2.conv.1.0,65,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,1.963563590834383e-06,3.484954547161578e-09
features.2.conv.1.0,66,0.827492596248766,0.8256169792694965,-0.0018756169792695232,0.0018756169792695232,8.815239880277659e-07,2.9182281036099766e-09
features.2.conv.1.0,67,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,5.3048063719529645e-09,5.4658944037555563e-08
features.2.conv.1.0,68,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,4.193674740804454e-09,1.0618561141484406e-08
features.2.conv.1.0,69,0.827492596248766,0.8271964461994077,-0.00029615004935834577,0.00029615004935834577,3.7124397778143254e-08,3.170696594168021e-09
features.2.conv.1.0,70,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,1.1946249323102622e-08,7.148412350943546e-08
features.2.conv.1.0,71,0.827492596248766,0.8269002961500493,-0.0005923000987166915,0.0005923000987166915,7.113944544556716e-09,1.0905189640197933e-07
features.2.conv.1.0,72,0.827492596248766,0.8276900296150049,0.00019743336623889718,0.00019743336623889718,1.0552974345046096e-05,1.0040978715153416e-08
features.2.conv.1.0,73,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,6.342729008679271e-09,7.212289432345642e-08
features.2.conv.1.0,74,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,6.429764312088082e-07,3.03808200818878e-09
features.2.conv.1.0,75,0.827492596248766,0.8268509378084896,-0.0006416584402764158,0.0006416584402764158,6.10395289868393e-08,5.8731600915962197e-08
features.2.conv.1.0,76,0.827492596248766,0.8277393879565647,0.0002467917077986215,0.0002467917077986215,1.3101135287740815e-08,3.2907106373158974e-08
features.2.conv.1.0,77,0.827492596248766,0.8267522211253702,-0.0007403751233958644,0.0007403751233958644,9.064762274135774e-09,1.288275086608337e-07
features.2.conv.1.0,78,0.827492596248766,0.8276406712734452,0.00014807502467917288,0.00014807502467917288,1.6033820884331362e-06,1.621178746802343e-08
features.2.conv.1.0,79,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,1.1997607884950412e-07,8.65918003967181e-09
features.2.conv.1.0,80,0.827492596248766,0.8267522211253702,-0.0007403751233958644,0.0007403751233958644,5.148510506813864e-09,1.376758831383995e-07
features.2.conv.1.0,81,0.827492596248766,0.8286278381046397,0.0011352418558736588,0.0011352418558736588,2.7685160830515088e-08,2.4544834786865977e-07
features.2.conv.1.0,82,0.827492596248766,0.8269496544916091,-0.0005429417571569672,0.0005429417571569672,5.648409295844203e-09,5.776519884648224e-08
features.2.conv.1.0,83,0.827492596248766,0.8264067127344521,-0.0010858835143139345,0.0010858835143139345,4.325501734570025e-08,2.622357442305656e-07
features.2.conv.1.0,84,0.827492596248766,0.8270977295162882,-0.00039486673247779436,0.00039486673247779436,8.488901137582161e-09,1.0887246304491784e-07
features.2.conv.1.0,85,0.827492596248766,0.8259131293188549,-0.0015794669299111774,0.0015794669299111774,8.697549702674223e-08,1.3774076990102913e-07
features.2.conv.1.0,86,0.827492596248766,0.827492596248766,0.0,0.0,1.0762313422674197e-06,2.2440795888201137e-08
features.2.conv.1.0,87,0.827492596248766,0.8250246791707798,-0.0024679170779862147,0.0024679170779862147,4.885358961814745e-08,2.3499704582263806e-07
features.2.conv.1.0,88,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,2.515588626295084e-09,1.4653291202648688e-07
features.2.conv.1.0,89,0.827492596248766,0.8257650542941757,-0.0017275419545903503,0.0017275419545903503,6.857746939203935e-07,5.162092087118708e-09
features.2.conv.1.0,90,0.827492596248766,0.8272458045409674,-0.0002467917077986215,0.0002467917077986215,4.7916805669956375e-06,5.311634243554408e-09
features.2.conv.1.0,91,0.827492596248766,0.8271964461994077,-0.00029615004935834577,0.00029615004935834577,7.436126381321628e-09,1.567524634538131e-07
features.2.conv.1.0,92,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,3.0068484591083695e-08,1.7796894269395125e-07
features.2.conv.1.0,93,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,2.022218126285225e-08,1.052016926905708e-07
features.2.conv.1.0,94,0.827492596248766,0.8268015794669299,-0.0006910167818361401,0.0006910167818361401,2.338790920930478e-07,1.2896022383301897e-07
features.2.conv.1.0,95,0.827492596248766,0.8263573543928924,-0.0011352418558736588,0.0011352418558736588,1.0420705365277173e-07,3.3920419806321433e-09
