layer,block,channel,baseline_eo,pruned_eo,delta_eo,delta_eo_abs,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,phi,perf,perf_conv1_only,perf_unified
features.3.conv.1.0,features.3,11,0.2289326251189245,0.2546553512694017,0.0257227261504771,0.0257227261504771,0.827492596248766,0.8240868706811452,-0.0034057255676208,0.0034057255676208,1.4770491496562954e-08,1.002446538223012e-06,1.002446538223012e-06,1.1740833021356423e-06
features.3.conv.1.0,features.3,12,0.2289326251189245,0.2326515398806705,0.003718914761746,0.003718914761746,0.827492596248766,0.8270483711747285,-0.0004442250740375,0.0004442250740375,6.963603027543286e-09,1.258172517282219e-07,1.258172517282219e-07,1.4937261494374354e-07
features.3.conv.1.0,features.3,13,0.2289326251189245,0.2224095576879021,-0.0065230674310224,0.0065230674310224,0.827492596248766,0.8244817374136229,-0.0030108588351431,0.0030108588351431,2.858583414422356e-08,5.16299849095958e-07,5.16299849095958e-07,6.020134435402724e-07
features.3.conv.1.0,features.3,14,0.2289326251189245,0.2286506120517691,-0.0002820130671553,0.0002820130671553,0.827492596248766,0.8276406712734452,0.0001480750246791,0.0001480750246791,3.87955445546595e-08,9.238045883819268e-09,9.238045883819268e-09,2.4792249586624848e-08
features.3.conv.1.0,features.3,15,0.2289326251189245,0.2299183324945304,0.0009857073756058,0.0009857073756058,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,1.973967478363648e-08,6.213602965488008e-09,6.213602965488008e-09,1.3286261868472593e-08
features.3.conv.1.0,features.3,16,0.2289326251189245,0.227445548978128,-0.0014870761407965,0.0014870761407965,0.827492596248766,0.8283316880552813,0.0008390918065153,0.0008390918065153,3.627474987055734e-09,1.4792580493860896e-08,1.4792580493860896e-08,1.7948785457910787e-08
features.3.conv.1.0,features.3,17,0.2289326251189245,0.2292593741740362,0.0003267490551117,0.0003267490551117,0.827492596248766,0.8267522211253702,-0.0007403751233958,0.0007403751233958,2.0231074593368703e-09,1.39227537943043e-07,1.39227537943043e-07,1.4703036499419397e-07
features.3.conv.1.0,features.3,18,0.2289326251189245,0.2343102072863228,0.0053775821673982,0.0053775821673982,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,1.3928030284660052e-08,1.2772212585332454e-06,1.2772212585332454e-06,1.2938352567104516e-06
features.3.conv.1.0,features.3,19,0.2289326251189245,0.2291584735378157,0.0002258484188911,0.0002258484188911,0.827492596248766,0.8267522211253702,-0.0007403751233958,0.0007403751233958,2.409201060871169e-09,6.825663945164706e-08,6.825663945164706e-08,8.085286218317833e-08
features.3.conv.1.0,features.3,20,0.2289326251189245,0.2267570698746602,-0.0021755552442642,0.0021755552442642,0.827492596248766,0.828035538005923,0.0005429417571569,0.0005429417571569,1.5299772115895394e-08,2.5676794734863506e-07,2.5676794734863506e-07,2.641703951145047e-07
features.3.conv.1.0,features.3,21,0.2289326251189245,0.224523362325681,-0.0044092627932435,0.0044092627932435,0.827492596248766,0.8280848963474827,0.0005923000987166,0.0005923000987166,7.252644707023137e-09,2.7682017389452085e-07,2.7682017389452085e-07,2.8253993811233613e-07
features.3.conv.1.0,features.3,22,0.2289326251189245,0.229647194999203,0.0007145698802784,0.0007145698802784,0.827492596248766,0.8276406712734452,0.0001480750246791,0.0001480750246791,3.207318410858306e-09,3.4982758023716094e-08,3.4982758023716094e-08,4.125701069668253e-08
features.3.conv.1.0,features.3,23,0.2289326251189245,0.220397364519665,-0.0085352605992595,0.0085352605992595,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,9.432372216622298e-09,1.220798253598332e-07,1.220798253598332e-07,1.8246100985663816e-07
features.3.conv.1.0,features.3,24,0.2289326251189245,0.2301515773130144,0.0012189521940898,0.0012189521940898,0.827492596248766,0.8254195459032576,-0.0020730503455084,0.0020730503455084,1.2652564329584948e-08,1.6617800469020951e-09,1.6617800469020951e-09,9.213887897097095e-08
features.3.conv.1.0,features.3,25,0.2289326251189245,0.220735417577398,-0.0081972075415265,0.0081972075415265,0.827492596248766,0.8241362290227049,-0.0033563672260611,0.0033563672260611,2.7699240234824174e-08,7.769896910758689e-06,7.769896910758689e-06,7.892642518214643e-06
features.3.conv.1.0,features.3,26,0.2289326251189245,0.2273977726385516,-0.0015348524803728,0.0015348524803728,0.827492596248766,0.8277393879565647,0.0002467917077986,0.0002467917077986,1.417647776946751e-09,3.976533946570272e-08,3.976533946570272e-08,5.7575423761946354e-08
features.3.conv.1.0,features.3,27,0.2289326251189245,0.2327008046042684,0.0037681794853439,0.0037681794853439,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,1.090818546600758e-08,4.554377142085286e-08,4.554377142085286e-08,5.476425224415493e-08
features.3.conv.1.0,features.3,28,0.2289326251189245,0.2309769264890191,0.0020443013700946,0.0020443013700946,0.827492596248766,0.8270977295162882,-0.0003948667324777,0.0003948667324777,3.8726875040140385e-09,2.0318557503173903e-08,2.0318557503173903e-08,3.278280158447444e-08
features.3.conv.1.0,features.3,29,0.2289326251189245,0.2285525787262509,-0.0003800463926735,0.0003800463926735,0.827492596248766,0.8275913129318855,9.87166831194486e-05,9.87166831194486e-05,5.122511304023192e-09,2.7215625664211984e-07,2.7215625664211984e-07,2.7595182527928586e-07
features.3.conv.1.0,features.3,30,0.2289326251189245,0.2313430162135572,0.0024103910946326,0.0024103910946326,0.827492596248766,0.8272458045409674,-0.0002467917077986,0.0002467917077986,1.0180717602281676e-08,1.5457223412340684e-07,1.5457223412340684e-07,1.6093957633245282e-07
features.3.conv.1.0,features.3,31,0.2289326251189245,0.2383014664030629,0.0093688412841383,0.0093688412841383,0.827492596248766,0.8278381046396841,0.000345508390918,0.000345508390918,8.829070807792052e-09,1.4488949773294737e-07,1.4488949773294737e-07,1.968852267886234e-07
features.3.conv.1.0,features.3,32,0.2289326251189245,0.2324615132088163,0.0035288880898917,0.0035288880898917,0.827492596248766,0.8265054294175715,-0.0009871668311944,0.0009871668311944,1.734145715914792e-09,4.502303596609637e-08,4.502303596609637e-08,5.419686344154684e-08
features.3.conv.1.0,features.3,33,0.2289326251189245,0.2234081547605263,-0.0055244703583982,0.0055244703583982,0.827492596248766,0.8269990128331688,-0.0004935834155972,0.0004935834155972,1.0684574114350198e-08,8.095030779031731e-08,8.095030779031731e-08,8.973307286108678e-08
features.3.conv.1.0,features.3,34,0.2289326251189245,0.2319429897743607,0.0030103646554361,0.0030103646554361,0.827492596248766,0.8271964461994077,-0.0002961500493583,0.0002961500493583,8.222355241116475e-09,7.665490642239092e-08,7.665490642239092e-08,9.055214666986444e-08
features.3.conv.1.0,features.3,35,0.2289326251189245,0.2264200761783771,-0.0025125489405473,0.0025125489405473,0.827492596248766,0.827492596248766,0.0,0.0,5.445040529572507e-10,2.628017625738721e-07,2.628017625738721e-07,2.7137514768682536e-07
features.3.conv.1.0,features.3,36,0.2289326251189245,0.2324206149272799,0.0034879898083553,0.0034879898083553,0.827492596248766,0.8270977295162882,-0.0003948667324777,0.0003948667324777,5.1860484795440714e-09,6.082844095089969e-08,6.082844095089969e-08,7.544953017912803e-08
features.3.conv.1.0,features.3,37,0.2289326251189245,0.2329965365484576,0.004063911429533,0.004063911429533,0.827492596248766,0.8263079960513326,-0.0011846001974333,0.0011846001974333,2.148824895797929e-09,8.230471593151378e-08,8.230471593151378e-08,1.0692963448022397e-07
features.3.conv.1.0,features.3,38,0.2289326251189245,0.2373039988460155,0.0083713737270909,0.0083713737270909,0.827492596248766,0.8264067127344521,-0.0010858835143139,0.0010858835143139,3.644301971306163e-09,2.2620996631417256e-08,2.2620996631417256e-08,3.674543291865007e-08
features.3.conv.1.0,features.3,39,0.2289326251189245,0.2299783755939018,0.0010457504749772,0.0010457504749772,0.827492596248766,0.8265547877591313,-0.0009378084896347,0.0009378084896347,7.405395408000004e-09,4.062022895823248e-08,4.062022895823248e-08,6.272368713311494e-08
features.3.conv.1.0,features.3,40,0.2289326251189245,0.2409088564936858,0.0119762313747613,0.0119762313747613,0.827492596248766,0.8223593287265548,-0.0051332675222112,0.0051332675222112,3.5054881664109416e-08,3.892253062076634e-07,3.892253062076634e-07,6.904300657861739e-07
features.3.conv.1.0,features.3,41,0.2289326251189245,0.2275807369430546,-0.0013518881758699,0.0013518881758699,0.827492596248766,0.8273938795656466,-9.87166831194486e-05,9.87166831194486e-05,7.928254497358012e-09,1.0971060504516573e-07,1.0971060504516573e-07,1.1623565976393024e-07
features.3.conv.1.0,features.3,42,0.2289326251189245,0.2267710729113652,-0.0021615522075592,0.0021615522075592,0.827492596248766,0.8276900296150049,0.0001974333662388,0.0001974333662388,7.253457390277163e-09,4.351695679361001e-07,4.351695679361001e-07,4.430289419765643e-07
features.3.conv.1.0,features.3,43,0.2289326251189245,0.2246892131830637,-0.0042434119358608,0.0042434119358608,0.827492596248766,0.8282329713721619,0.0007403751233958,0.0007403751233958,1.3852518243595568e-08,2.829115430813545e-07,2.829115430813545e-07,3.081473565202941e-07
features.3.conv.1.0,features.3,44,0.2289326251189245,0.2370197371375283,0.0080871120186037,0.0080871120186037,0.827492596248766,0.8270977295162882,-0.0003948667324777,0.0003948667324777,2.417808175891878e-09,1.5821868828425067e-06,1.5821868828425067e-06,1.6224688303978496e-06
features.3.conv.1.0,features.3,45,0.2289326251189245,0.2250470555282213,-0.0038855695907031,0.0038855695907031,0.827492596248766,0.8277887462981244,0.0002961500493583,0.0002961500493583,6.293976895221931e-09,6.744122060808877e-07,6.744122060808877e-07,6.894523445488687e-07
features.3.conv.1.0,features.3,46,0.2289326251189245,0.2302626237139502,0.0013299985950256,0.0013299985950256,0.827492596248766,0.8277887462981244,0.0002961500493583,0.0002961500493583,6.1998308709121375e-09,3.765919132092677e-07,3.765919132092677e-07,3.878869669904361e-07
features.3.conv.1.0,features.3,47,0.2289326251189245,0.2288639772899435,-6.864782898105548e-05,6.864782898105548e-05,0.827492596248766,0.8268509378084896,-0.0006416584402764,0.0006416584402764,1.0818051343619572e-08,2.523240993923537e-07,2.523240993923537e-07,3.049578314318069e-07
features.3.conv.1.0,features.3,48,0.2289326251189245,0.2915654263618378,0.0626328012429132,0.0626328012429132,0.827492596248766,0.7944225074037512,-0.0330700888450148,0.0330700888450148,1.830517848411261e-09,5.708870389753429e-07,5.708870389753429e-07,2.4406961411926886e-06
features.3.conv.1.0,features.3,49,0.2289326251189245,0.2299898034235034,0.0010571783045788,0.0010571783045788,0.827492596248766,0.8278381046396841,0.000345508390918,0.000345508390918,2.95893993751406e-08,1.1315506753817315e-08,1.1315506753817315e-08,1.6696708460273157e-08
features.3.conv.1.0,features.3,50,0.2289326251189245,0.2369915124853373,0.0080588873664127,0.0080588873664127,0.827492596248766,0.8265547877591313,-0.0009378084896347,0.0009378084896347,1.5721187685002747e-09,7.831030046645537e-09,7.831030046645537e-09,5.348273290906036e-08
features.3.conv.1.0,features.3,51,0.2289326251189245,0.234684723906377,0.0057520987874524,0.0057520987874524,0.827492596248766,0.8265054294175715,-0.0009871668311944,0.0009871668311944,1.2310954389249673e-07,1.3320605773969876e-07,1.3320605773969876e-07,1.9281979923846393e-07
features.3.conv.1.0,features.3,52,0.2289326251189245,0.2320640796453979,0.0031314545264733,0.0031314545264733,0.827492596248766,0.8271964461994077,-0.0002961500493583,0.0002961500493583,3.6757723531621878e-09,3.054016417536332e-08,3.054016417536332e-08,5.758922405618705e-08
features.3.conv.1.0,features.3,53,0.2289326251189245,0.2293583568593519,0.0004257317404273,0.0004257317404273,0.827492596248766,0.8276900296150049,0.0001974333662388,0.0001974333662388,1.6745328457190567e-09,1.814518668652454e-07,1.814518668652454e-07,1.8813573143816598e-07
features.3.conv.1.0,features.3,54,0.2289326251189245,0.2343356591885495,0.0054030340696249,0.0054030340696249,0.827492596248766,0.8276406712734452,0.0001480750246791,0.0001480750246791,5.945071546165081e-09,7.132913992791148e-08,7.132913992791148e-08,8.346821767091228e-08
features.3.conv.1.0,features.3,55,0.2289326251189245,0.2296420734232868,0.0007094483043622,0.0007094483043622,0.827492596248766,0.8268509378084896,-0.0006416584402764,0.0006416584402764,4.6454118773908704e-08,8.963288422592086e-08,8.963288422592086e-08,3.4770401757810987e-07
features.3.conv.1.0,features.3,56,0.2289326251189245,0.2296271046408425,0.000694479521918,0.000694479521918,0.827492596248766,0.8265547877591313,-0.0009378084896347,0.0009378084896347,1.4358153777038753e-08,1.023643463327062e-07,1.023643463327062e-07,1.4601543174563858e-07
features.3.conv.1.0,features.3,57,0.2289326251189245,0.2857795636478138,0.0568469385288892,0.0568469385288892,0.827492596248766,0.8016781836130306,-0.0258144126357354,0.0258144126357354,2.0638371012182688e-08,1.0342535006202525e-06,1.0342535006202525e-06,2.2720293406663927e-06
features.3.conv.1.0,features.3,58,0.2289326251189245,0.23324641852536,0.0043137934064354,0.0043137934064354,0.827492596248766,0.8267522211253702,-0.0007403751233958,0.0007403751233958,3.62842200729574e-08,2.208069282971792e-09,2.208069282971792e-09,2.8494157700009737e-08
features.3.conv.1.0,features.3,59,0.2289326251189245,0.2270467591853617,-0.0018858659335628,0.0018858659335628,0.827492596248766,0.8277887462981244,0.0002961500493583,0.0002961500493583,1.2755681844112132e-08,1.161553342399202e-07,1.161553342399202e-07,1.8874752694131303e-07
features.3.conv.1.0,features.3,60,0.2289326251189245,0.2295553689077165,0.000622743788792,0.000622743788792,0.827492596248766,0.8270977295162882,-0.0003948667324777,0.0003948667324777,2.7352493603416406e-09,6.991139400724934e-08,6.991139400724934e-08,8.235908244280665e-08
features.3.conv.1.0,features.3,61,0.2289326251189245,0.2252334761644293,-0.0036991489544952,0.0036991489544952,0.827492596248766,0.8277393879565647,0.0002467917077986,0.0002467917077986,6.2838432235423625e-09,2.5747617371507665e-08,2.5747617371507665e-08,5.9016925124666386e-08
features.3.conv.1.0,features.3,62,0.2289326251189245,0.2349914549439907,0.0060588298250661,0.0060588298250661,0.827492596248766,0.8272951628825271,-0.0001974333662388,0.0001974333662388,3.8084866815779606e-08,9.063819916832472e-09,9.063819916832472e-09,4.934565112080236e-08
features.3.conv.1.0,features.3,63,0.2289326251189245,0.2326154251993284,0.0036828000804038,0.0036828000804038,0.827492596248766,0.8268509378084896,-0.0006416584402764,0.0006416584402764,6.678071429178089e-09,5.099859734514212e-08,5.099859734514212e-08,5.673403080663775e-08
features.3.conv.1.0,features.3,64,0.2289326251189245,0.2278279577851925,-0.001104667333732,0.001104667333732,0.827492596248766,0.8266535044422507,-0.0008390918065153,0.0008390918065153,2.0634123576446228e-10,7.425708190567093e-07,7.425708190567093e-07,7.553380536595711e-07
features.3.conv.1.0,features.3,65,0.2289326251189245,0.2306871621641608,0.0017545370452363,0.0017545370452363,0.827492596248766,0.8272951628825271,-0.0001974333662388,0.0001974333662388,9.933129874184488e-10,2.568926760204704e-08,2.568926760204704e-08,3.198746933996688e-08
features.3.conv.1.0,features.3,66,0.2289326251189245,0.2013402039506739,-0.0275924211682506,0.0275924211682506,0.827492596248766,0.824629812438302,-0.002862783810464,0.002862783810464,9.63281081567402e-08,1.59438329205841e-07,1.59438329205841e-07,7.433509185972298e-07
features.3.conv.1.0,features.3,67,0.2289326251189245,0.2321497384168336,0.0032171132979091,0.0032171132979091,0.827492596248766,0.8268509378084896,-0.0006416584402764,0.0006416584402764,7.644260779926524e-10,4.6577531520597414e-07,4.6577531520597414e-07,4.7638818245765435e-07
features.3.conv.1.0,features.3,68,0.2289326251189245,0.2283663258413389,-0.0005662992775856,0.0005662992775856,0.827492596248766,0.827492596248766,0.0,0.0,6.2807066214531915e-09,4.635223760374174e-09,4.635223760374174e-09,6.292384502337711e-09
features.3.conv.1.0,features.3,69,0.2289326251189245,0.2295639236405475,0.0006312985216229,0.0006312985216229,0.827492596248766,0.827147087857848,-0.000345508390918,0.000345508390918,1.7064982316128408e-08,7.408900728478329e-07,7.408900728478329e-07,7.664498600234992e-07
features.3.conv.1.0,features.3,70,0.2289326251189245,0.2294740181352824,0.0005413930163578,0.0005413930163578,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,6.310476141635489e-09,7.435261863975029e-07,7.435261863975029e-07,7.711389464759577e-07
features.3.conv.1.0,features.3,71,0.2289326251189245,0.233211558895853,0.0042789337769284,0.0042789337769284,0.827492596248766,0.8270977295162882,-0.0003948667324777,0.0003948667324777,3.907774548395082e-09,1.6238367095411377e-08,1.6238367095411377e-08,3.2213188116969604e-08
features.3.conv.1.0,features.3,72,0.2289326251189245,0.2242619177101978,-0.0046707074087266,0.0046707074087266,0.827492596248766,0.8282329713721619,0.0007403751233958,0.0007403751233958,2.041753432990845e-08,1.565151137583598e-07,1.565151137583598e-07,1.664629547537544e-07
features.3.conv.1.0,features.3,73,0.2289326251189245,0.234461411773501,0.0055287866545764,0.0055287866545764,0.827492596248766,0.8268015794669299,-0.0006910167818361,0.0006910167818361,1.2298162488377784e-08,1.5647009377062204e-07,1.5647009377062204e-07,1.7036196897635136e-07
features.3.conv.1.0,features.3,74,0.2289326251189245,0.2345907021589028,0.0056580770399782,0.0056580770399782,0.827492596248766,0.8275913129318855,9.87166831194486e-05,9.87166831194486e-05,1.0009189921333927e-08,4.8613721048695886e-08,4.8613721048695886e-08,7.443051863731398e-08
features.3.conv.1.0,features.3,75,0.2289326251189245,0.228318482097273,-0.0006141430216515,0.0006141430216515,0.827492596248766,0.8278381046396841,0.000345508390918,0.000345508390918,7.349352237895346e-09,4.495457339714903e-09,4.495457339714903e-09,7.38013550272143e-09
features.3.conv.1.0,features.3,76,0.2289326251189245,0.2328063224165401,0.0038736972976156,0.0038736972976156,0.827492596248766,0.8265547877591313,-0.0009378084896347,0.0009378084896347,9.93779947222606e-10,2.881538563315189e-08,2.881538563315189e-08,3.489285660407404e-08
features.3.conv.1.0,features.3,77,0.2289326251189245,0.2324560167127737,0.0035233915938491,0.0035233915938491,0.827492596248766,0.8272951628825271,-0.0001974333662388,0.0001974333662388,1.1880577632794598e-09,4.2432091618138656e-08,4.2432091618138656e-08,4.8240628269802244e-08
features.3.conv.1.0,features.3,78,0.2289326251189245,0.2270613333579011,-0.0018712917610234,0.0018712917610234,0.827492596248766,0.8281342546890424,0.0006416584402764,0.0006416584402764,2.4586441771390355e-09,1.0099508784833232e-08,1.0099508784833232e-08,1.5041160650319796e-08
features.3.conv.1.0,features.3,79,0.2289326251189245,0.2325015124615941,0.0035688873426695,0.0035688873426695,0.827492596248766,0.8265054294175715,-0.0009871668311944,0.0009871668311944,4.279399945517071e-08,2.477846010151552e-06,2.477846010151552e-06,2.6617593498201586e-06
features.3.conv.1.0,features.3,80,0.2289326251189245,0.2255317688965764,-0.003400856222348,0.003400856222348,0.827492596248766,0.8270483711747285,-0.0004442250740375,0.0004442250740375,1.2357573631049943e-08,7.461614437431763e-09,7.461614437431763e-09,1.7372385530123324e-08
features.3.conv.1.0,features.3,81,0.2289326251189245,0.2362490127107722,0.0073163875918476,0.0073163875918476,0.827492596248766,0.8270483711747285,-0.0004442250740375,0.0004442250740375,2.052872316582466e-09,4.877790615864797e-07,4.877790615864797e-07,5.216265401841724e-07
features.3.conv.1.0,features.3,82,0.2289326251189245,0.2262869300392009,-0.0026456950797236,0.0026456950797236,0.827492596248766,0.827147087857848,-0.000345508390918,0.000345508390918,1.2702746410298005e-08,1.0446137288511181e-08,1.0446137288511181e-08,4.9420774139719015e-08
features.3.conv.1.0,features.3,83,0.2289326251189245,0.2299897294022391,0.0010571042833145,0.0010571042833145,0.827492596248766,0.8275913129318855,9.87166831194486e-05,9.87166831194486e-05,2.148531796919428e-09,6.344607506036937e-09,6.344607506036937e-09,1.091849999301786e-08
features.3.conv.1.0,features.3,84,0.2289326251189245,0.2242380066998794,-0.004694618419045,0.004694618419045,0.827492596248766,0.8269002961500493,-0.0005923000987166,0.0005923000987166,1.0670127892353776e-08,6.518292252621904e-07,6.518292252621904e-07,6.657182090030744e-07
features.3.conv.1.0,features.3,85,0.2289326251189245,0.2351202061809602,0.0061875810620356,0.0061875810620356,0.827492596248766,0.8249753208292201,-0.0025172754195459,0.0025172754195459,1.5142026299486133e-08,3.85081392551001e-07,3.85081392551001e-07,1.0201754805372332e-06
features.3.conv.1.0,features.3,86,0.2289326251189245,0.2288856085402122,-4.7016578712283374e-05,4.7016578712283374e-05,0.827492596248766,0.8267028627838104,-0.0007897334649555,0.0007897334649555,2.3789064940160642e-08,7.26700477571285e-08,7.26700477571285e-08,1.2525406312136056e-07
features.3.conv.1.0,features.3,87,0.2289326251189245,0.2271087041550798,-0.0018239209638447,0.0018239209638447,0.827492596248766,0.8281836130306022,0.0006910167818361,0.0006910167818361,8.158611564113016e-09,2.7955979930993635e-06,2.7955979930993635e-06,2.817985413683388e-06
features.3.conv.1.0,features.3,88,0.2289326251189245,0.2282642143639935,-0.000668410754931,0.000668410754931,0.827492596248766,0.827147087857848,-0.000345508390918,0.000345508390918,2.359147321939758e-09,1.5440690503965018e-07,1.5440690503965018e-07,1.6604586361435025e-07
features.3.conv.1.0,features.3,89,0.2289326251189245,0.2285294319357123,-0.0004031931832122,0.0004031931832122,0.827492596248766,0.8275419545903258,4.9358341559724295e-05,4.9358341559724295e-05,2.83556778057914e-09,5.256329416170048e-08,5.256329416170048e-08,7.435212356909915e-08
features.3.conv.1.0,features.3,90,0.2289326251189245,0.2298239240827194,0.0008912989637948,0.0008912989637948,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,1.6559544846472818e-08,1.2944782668000698e-07,1.2944782668000698e-07,1.3640711760132262e-07
features.3.conv.1.0,features.3,91,0.2289326251189245,0.2272769695814913,-0.0016556555374332,0.0016556555374332,0.827492596248766,0.8279368213228036,0.0004442250740375,0.0004442250740375,6.918600137240103e-10,2.42304487585443e-08,2.42304487585443e-08,3.172799811768101e-08
features.3.conv.1.0,features.3,92,0.2289326251189245,0.2293187823612929,0.0003861572423683,0.0003861572423683,0.827492596248766,0.8276900296150049,0.0001974333662388,0.0001974333662388,6.972826205320357e-10,3.1926866483900085e-08,3.1926866483900085e-08,4.3303077568168646e-08
features.3.conv.1.0,features.3,93,0.2289326251189245,0.2323836494093475,0.003451024290423,0.003451024290423,0.827492596248766,0.8270977295162882,-0.0003948667324777,0.0003948667324777,9.633968067745964e-10,1.1261509769155965e-07,1.1261509769155965e-07,1.2057526022068998e-07
features.3.conv.1.0,features.3,94,0.2289326251189245,0.2331660131502539,0.0042333880313294,0.0042333880313294,0.827492596248766,0.8264067127344521,-0.0010858835143139,0.0010858835143139,5.954458703882892e-09,2.0141577294907623e-08,2.0141577294907623e-08,3.793134695229128e-08
features.3.conv.1.0,features.3,95,0.2289326251189245,0.2320186036053449,0.0030859784864203,0.0030859784864203,0.827492596248766,0.8273445212240869,-0.0001480750246791,0.0001480750246791,6.550762599033533e-09,1.1264503996244457e-07,1.1264503996244457e-07,1.1736075955504077e-07
features.3.conv.1.0,features.3,96,0.2289326251189245,0.2462278623943788,0.0172952372754542,0.0172952372754542,0.827492596248766,0.8261599210266535,-0.0013326752221125,0.0013326752221125,1.1494003970824453e-08,1.5444493328686804e-06,1.5444493328686804e-06,1.5905869035215403e-06
features.3.conv.1.0,features.3,97,0.2289326251189245,0.2309790148265363,0.0020463897076118,0.0020463897076118,0.827492596248766,0.8277887462981244,0.0002961500493583,0.0002961500493583,5.772754718691431e-09,2.124373708056737e-07,2.124373708056737e-07,2.161748197115898e-07
features.3.conv.1.0,features.3,98,0.2289326251189245,0.2317766826902924,0.0028440575713678,0.0028440575713678,0.827492596248766,0.8271964461994077,-0.0002961500493583,0.0002961500493583,2.1505182079550877e-09,1.0331916655559328e-07,1.0331916655559328e-07,1.1649912190492273e-07
features.3.conv.1.0,features.3,99,0.2289326251189245,0.2312171886334378,0.0022845635145132,0.0022845635145132,0.827492596248766,0.8258637709772951,-0.0016288252714709,0.0016288252714709,1.483153044823382e-09,2.3174345997745156e-08,2.3174345997745156e-08,7.016223690925472e-08
features.3.conv.1.0,features.3,100,0.2289326251189245,0.2280787899525988,-0.0008538351663257,0.0008538351663257,0.827492596248766,0.8278874629812438,0.0003948667324777,0.0003948667324777,2.275552013486504e-08,1.041308905769256e-06,1.041308905769256e-06,1.0890759698511943e-06
features.3.conv.1.0,features.3,101,0.2289326251189245,0.2368022237077207,0.0078695985887961,0.0078695985887961,0.827492596248766,0.8267522211253702,-0.0007403751233958,0.0007403751233958,8.999553813282547e-08,1.4394310632326324e-08,1.4394310632326324e-08,8.689488062429973e-08
