layer,channel,baseline_acc,pruned_acc,delta_acc,delta_acc_abs,perf,phi
features.3.conv.1.0,70,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,7.435261863975029e-07,6.310476141635489e-09
features.3.conv.1.0,71,0.827492596248766,0.8264560710760118,-0.0010365251727542102,0.0010365251727542102,1.6238367095411377e-08,3.907774548395082e-09
features.3.conv.1.0,72,0.827492596248766,0.8269002961500493,-0.0005923000987166915,0.0005923000987166915,1.565151137583598e-07,2.0417534329908452e-08
features.3.conv.1.0,73,0.827492596248766,0.8268015794669299,-0.0006910167818361401,0.0006910167818361401,1.5647009377062204e-07,1.2298162488377784e-08
features.3.conv.1.0,74,0.827492596248766,0.8278874629812438,0.00039486673247779436,0.00039486673247779436,4.8613721048695886e-08,1.0009189921333927e-08
features.3.conv.1.0,75,0.827492596248766,0.8278381046396841,0.00034550839091807006,0.00034550839091807006,4.495457339714903e-09,7.349352237895346e-09
features.3.conv.1.0,76,0.827492596248766,0.8265547877591313,-0.0009378084896347616,0.0009378084896347616,2.881538563315189e-08,9.93779947222606e-10
features.3.conv.1.0,77,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,4.2432091618138656e-08,1.1880577632794598e-09
features.3.conv.1.0,78,0.827492596248766,0.8281342546890424,0.0006416584402764158,0.0006416584402764158,1.0099508784833232e-08,2.4586441771390355e-09
features.3.conv.1.0,79,0.827492596248766,0.826604146100691,-0.0008884501480750373,0.0008884501480750373,2.477846010151552e-06,4.279399945517071e-08
features.3.conv.1.0,80,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,7.461614437431763e-09,1.2357573631049943e-08
features.3.conv.1.0,81,0.827492596248766,0.8268015794669299,-0.0006910167818361401,0.0006910167818361401,4.877790615864797e-07,2.052872316582466e-09
features.3.conv.1.0,82,0.827492596248766,0.8279368213228036,0.00044422507403751865,0.00044422507403751865,1.044613728851118e-08,1.2702746410298005e-08
features.3.conv.1.0,83,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,6.3446075060369375e-09,2.148531796919428e-09
features.3.conv.1.0,84,0.827492596248766,0.8269002961500493,-0.0005923000987166915,0.0005923000987166915,6.518292252621904e-07,1.0670127892353776e-08
features.3.conv.1.0,85,0.827492596248766,0.8270483711747285,-0.00044422507403751865,0.00044422507403751865,3.85081392551001e-07,1.5142026299486133e-08
features.3.conv.1.0,86,0.827492596248766,0.8267028627838104,-0.0007897334649555887,0.0007897334649555887,7.26700477571285e-08,2.378906494016064e-08
features.3.conv.1.0,87,0.827492596248766,0.8281836130306022,0.0006910167818361401,0.0006910167818361401,2.7955979930993635e-06,8.158611564113016e-09
features.3.conv.1.0,88,0.827492596248766,0.827147087857848,-0.00034550839091807006,0.00034550839091807006,1.5440690503965018e-07,2.359147321939758e-09
features.3.conv.1.0,89,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,5.2563294161700476e-08,2.83556778057914e-09
features.3.conv.1.0,90,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,1.2944782668000698e-07,1.6559544846472818e-08
features.3.conv.1.0,91,0.827492596248766,0.8279368213228036,0.00044422507403751865,0.00044422507403751865,2.42304487585443e-08,6.918600137240104e-10
features.3.conv.1.0,92,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,3.1926866483900085e-08,6.972826205320358e-10
features.3.conv.1.0,93,0.827492596248766,0.8270977295162882,-0.00039486673247779436,0.00039486673247779436,1.1261509769155965e-07,9.633968067745966e-10
features.3.conv.1.0,94,0.827492596248766,0.826604146100691,-0.0008884501480750373,0.0008884501480750373,2.0141577294907623e-08,5.954458703882892e-09
features.3.conv.1.0,95,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,1.1264503996244457e-07,6.550762599033533e-09
features.3.conv.1.0,96,0.827492596248766,0.8256169792694965,-0.0018756169792695232,0.0018756169792695232,1.5444493328686804e-06,1.1494003970824453e-08
features.3.conv.1.0,97,0.827492596248766,0.8277887462981244,0.00029615004935834577,0.00029615004935834577,2.124373708056737e-07,5.772754718691431e-09
features.3.conv.1.0,98,0.827492596248766,0.8271964461994077,-0.00029615004935834577,0.00029615004935834577,1.0331916655559327e-07,2.1505182079550877e-09
features.3.conv.1.0,99,0.827492596248766,0.8272951628825271,-0.00019743336623889718,0.00019743336623889718,2.3174345997745153e-08,1.483153044823382e-09
features.3.conv.1.0,100,0.827492596248766,0.8278381046396841,0.00034550839091807006,0.00034550839091807006,1.041308905769256e-06,2.275552013486504e-08
features.3.conv.1.0,101,0.827492596248766,0.8268509378084896,-0.0006416584402764158,0.0006416584402764158,1.4394310632326324e-08,8.999553813282547e-08
features.3.conv.1.0,102,0.827492596248766,0.8264560710760118,-0.0010365251727542102,0.0010365251727542102,2.020405105440659e-07,1.5587703350306015e-09
features.3.conv.1.0,103,0.827492596248766,0.8281836130306022,0.0006910167818361401,0.0006910167818361401,5.186902996001663e-08,6.841700095350234e-09
features.3.conv.1.0,104,0.827492596248766,0.8268015794669299,-0.0006910167818361401,0.0006910167818361401,2.0219303564772417e-08,1.8169627580277847e-08
features.3.conv.1.0,105,0.827492596248766,0.8268015794669299,-0.0006910167818361401,0.0006910167818361401,6.697726462334685e-08,2.059377557372954e-09
features.3.conv.1.0,106,0.827492596248766,0.8254689042448173,-0.002023692003948696,0.002023692003948696,8.058702292146336e-07,2.453693248583022e-09
features.3.conv.1.0,107,0.827492596248766,0.8281342546890424,0.0006416584402764158,0.0006416584402764158,5.645356182526484e-08,1.1394322818603086e-08
features.3.conv.1.0,108,0.827492596248766,0.8269990128331688,-0.000493583415597243,0.000493583415597243,2.2112097042281675e-08,2.9156536740515552e-08
features.3.conv.1.0,109,0.827492596248766,0.8270483711747285,-0.00044422507403751865,0.00044422507403751865,7.020799586143768e-08,3.795542546924935e-09
features.3.conv.1.0,110,0.827492596248766,0.7610069101678184,-0.06648568608094763,0.06648568608094763,7.964426913531497e-06,5.2373895442769935e-08
features.3.conv.1.0,111,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,3.9491354186793615e-08,8.05857780505903e-09
features.3.conv.1.0,112,0.827492596248766,0.8270483711747285,-0.00044422507403751865,0.00044422507403751865,4.3620872247629456e-08,9.70189173443714e-09
features.3.conv.1.0,113,0.827492596248766,0.8264560710760118,-0.0010365251727542102,0.0010365251727542102,7.335454199619562e-08,2.310475588629401e-09
features.3.conv.1.0,114,0.827492596248766,0.8271964461994077,-0.00029615004935834577,0.00029615004935834577,6.454266099353845e-07,3.435975770571531e-08
features.3.conv.1.0,115,0.827492596248766,0.8280848963474827,0.0005923000987166915,0.0005923000987166915,8.94825348041195e-07,2.7922646417266606e-09
features.3.conv.1.0,116,0.827492596248766,0.8278874629812438,0.00039486673247779436,0.00039486673247779436,5.43245732842479e-08,1.3280750943422959e-09
features.3.conv.1.0,117,0.827492596248766,0.827147087857848,-0.00034550839091807006,0.00034550839091807006,6.191725674398185e-07,1.1278488365462636e-08
features.3.conv.1.0,118,0.827492596248766,0.8280848963474827,0.0005923000987166915,0.0005923000987166915,8.901891419554886e-07,2.22825100593127e-08
features.3.conv.1.0,119,0.827492596248766,0.8269002961500493,-0.0005923000987166915,0.0005923000987166915,1.4331361342101445e-07,1.763302170942893e-09
features.3.conv.1.0,120,0.827492596248766,0.8246791707798617,-0.002813425468904285,0.002813425468904285,1.2457256843845244e-06,8.024097497560945e-10
features.3.conv.1.0,121,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,3.02224492543246e-07,2.648533392601848e-09
features.3.conv.1.0,122,0.827492596248766,0.8269002961500493,-0.0005923000987166915,0.0005923000987166915,5.267713163448207e-07,1.731530652193669e-08
features.3.conv.1.0,123,0.827492596248766,0.826604146100691,-0.0008884501480750373,0.0008884501480750373,5.160134719517373e-07,2.1916434889135417e-08
features.3.conv.1.0,124,0.827492596248766,0.8281342546890424,0.0006416584402764158,0.0006416584402764158,5.980017476758803e-07,7.740230678621174e-09
features.3.conv.1.0,125,0.827492596248766,0.8267028627838104,-0.0007897334649555887,0.0007897334649555887,1.7429107401767396e-07,7.743862440179328e-09
features.3.conv.1.0,126,0.827492596248766,0.8275913129318855,9.871668311944859e-05,9.871668311944859e-05,1.885663323264453e-07,1.5423056609620293e-08
features.3.conv.1.0,127,0.827492596248766,0.827492596248766,0.0,0.0,3.361624223430226e-08,5.088659715823951e-09
features.3.conv.1.0,128,0.827492596248766,0.8276900296150049,0.00019743336623889718,0.00019743336623889718,5.4648687353164866e-08,1.921127035231507e-09
features.3.conv.1.0,129,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,8.74896528557656e-08,6.982993738802179e-08
features.3.conv.1.0,130,0.827492596248766,0.8271964461994077,-0.00029615004935834577,0.00029615004935834577,4.133122502025799e-07,1.8446211669242984e-08
features.3.conv.1.0,131,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,1.4756943222948848e-08,1.0944665618239924e-08
features.3.conv.1.0,132,0.827492596248766,0.8273938795656466,-9.871668311944859e-05,9.871668311944859e-05,1.9443408660890785e-08,6.169763810959239e-09
features.3.conv.1.0,133,0.827492596248766,0.8268509378084896,-0.0006416584402764158,0.0006416584402764158,2.8980241495446535e-07,4.905670980548393e-09
features.3.conv.1.0,134,0.827492596248766,0.827492596248766,0.0,0.0,1.2113173397665378e-07,3.508619172976068e-09
features.3.conv.1.0,135,0.827492596248766,0.827147087857848,-0.00034550839091807006,0.00034550839091807006,8.98151952810622e-08,7.177748617692714e-09
features.3.conv.1.0,136,0.827492596248766,0.8273445212240869,-0.00014807502467917288,0.00014807502467917288,1.1841819969049538e-06,2.0394564259618164e-08
features.3.conv.1.0,137,0.827492596248766,0.8252221125370187,-0.0022704837117473176,0.0022704837117473176,8.114250960034043e-08,2.4486851657457013e-08
features.3.conv.1.0,138,0.827492596248766,0.8272458045409674,-0.0002467917077986215,0.0002467917077986215,6.635218596784398e-07,4.135601194832361e-09
features.3.conv.1.0,139,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,1.0446515830153659e-07,9.71113767178622e-09
features.3.conv.1.0,140,0.827492596248766,0.8274432379072063,-4.9358341559724295e-05,4.9358341559724295e-05,1.4579283060811576e-06,2.935009568716396e-08
features.3.conv.1.0,141,0.827492596248766,0.827492596248766,0.0,0.0,1.0092979607634335e-07,3.217775157438041e-09
features.3.conv.1.0,142,0.827492596248766,0.8279368213228036,0.00044422507403751865,0.00044422507403751865,4.1697497010773084e-08,1.6317414086586266e-09
features.3.conv.1.0,143,0.827492596248766,0.8263573543928924,-0.0011352418558736588,0.0011352418558736588,1.5129698738292066e-07,9.591673233444452e-09
