================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 17
  prune_ratio  : 0.349753 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-08 23:10:33
  t_score      : 61.9s (그룹별 점수 pass)
  t_greedy     : 10.2s (greedy 선택)
  total_params        : 2192320
  active_before/after : 1599650 / 1569983
  sparsity_all        : 28.39% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 34.98% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.5.conv.1.0              Y      1728      1152      1123      1123       29      (0.415,0.585)      (0.415,0.585)      2203
  features.5.conv.2                Y      6144      4097      3995      3995      102      (0.414,0.586)      (0.414,0.586)      7851
  features.6.conv.0.0              Y      6144      4097      3995      3995      102      (0.410,0.590)      (0.410,0.590)      7814
  features.6.conv.1.0              Y      1728      1152      1123      1123       29      (0.438,0.562)      (0.438,0.562)      2183
  features.6.conv.2                Y      6144      4097      3995      3995      102      (0.405,0.595)      (0.405,0.595)      7791
  features.7.conv.0.0              Y      6144      4097      3995      3995      102      (0.410,0.590)      (0.410,0.590)      7841
  features.7.conv.1.0              Y      1728      1152      1123      1123       29      (0.412,0.588)      (0.412,0.588)      2183
  features.7.conv.2                Y     12288      8195      7990      7990      205      (0.411,0.589)      (0.411,0.589)     15722
  features.8.conv.0.0              Y     24576     16390     15980     15980      410      (0.414,0.586)      (0.414,0.586)     31380
  features.8.conv.1.0              Y      3456      2304      2247      2247       57      (0.402,0.598)      (0.402,0.598)      4403
  features.8.conv.2                Y     24576     16390     15980     15980      410      (0.411,0.589)      (0.411,0.589)     31314
  features.9.conv.0.0              Y     24576     16390     15980     15980      410      (0.410,0.590)      (0.410,0.590)     31402
  features.9.conv.1.0              Y      3456      2304      2247      2247       57      (0.402,0.598)      (0.402,0.598)      4375
  features.9.conv.2                Y     24576     16390     15980     15980      410      (0.410,0.590)      (0.410,0.590)     31409
  features.10.conv.0.0             Y     24576     16390     15980     15980      410      (0.407,0.593)      (0.407,0.593)     31383
  features.10.conv.1.0             Y      3456      2304      2247      2247       57      (0.405,0.595)      (0.405,0.595)      4420
  features.10.conv.2               Y     24576     16390     15980     15980      410      (0.415,0.585)      (0.415,0.585)     31339
  features.11.conv.0.0             Y     24576     16390     15980     15980      410      (0.408,0.592)      (0.408,0.592)     31349
  features.11.conv.1.0             Y      3456      2304      2247      2247       57      (0.407,0.593)      (0.407,0.593)      4404
  features.11.conv.2               Y     36864     24585     23970     23970      615      (0.408,0.592)      (0.408,0.592)     47083
  features.12.conv.0.0             Y     55296     36878     35956     35956      922      (0.406,0.594)      (0.406,0.594)     70501
  features.12.conv.1.0             Y      5184      3457      3370      3370       87      (0.396,0.604)      (0.396,0.604)      6583
  features.12.conv.2               Y     55296     36878     35956     35956      922      (0.410,0.590)      (0.410,0.590)     70562
  features.13.conv.0.0             Y     55296     36878     35956     35956      922      (0.411,0.589)      (0.411,0.589)     70540
  features.13.conv.1.0             Y      5184      3457      3370      3370       87      (0.405,0.595)      (0.405,0.595)      6573
  features.13.conv.2               Y     55296     36878     35956     35956      922      (0.409,0.591)      (0.409,0.591)     70517
  features.14.conv.0.0             Y     55296     36878     35956     35956      922      (0.406,0.594)      (0.406,0.594)     70497
  features.14.conv.1.0             Y      5184      3457      3370      3370       87      (0.409,0.591)      (0.409,0.591)      6549
  features.14.conv.2               Y     92160     61463     59926     59926     1537      (0.409,0.591)      (0.409,0.591)    117721
  features.15.conv.0.0             Y    153600    102438     99877     99877     2561      (0.405,0.595)      (0.405,0.595)    195908
  features.15.conv.1.0             Y      8640      5762      5618      5618      144      (0.411,0.589)      (0.411,0.589)     10973
  features.15.conv.2               Y    153600    102438     99877     99877     2561      (0.406,0.594)      (0.406,0.594)    195774
  features.16.conv.0.0             Y    153600    102438     99877     99877     2561      (0.400,0.600)      (0.400,0.600)    195741
  features.16.conv.1.0             Y      8640      5762      5618      5618      144      (0.415,0.585)      (0.415,0.585)     10917
  features.16.conv.2               Y    153600    102438     99877     99877     2561      (0.411,0.589)      (0.411,0.589)    195074
  features.17.conv.0.0             Y    153600    102438     99877     99877     2561      (0.401,0.599)      (0.401,0.599)    197661
  features.17.conv.1.0             Y      8640      5762      5618      5618      144      (0.396,0.604)      (0.396,0.604)     10933
  features.17.conv.2               Y    307200    204877    199755    199755     5122      (0.405,0.595)      (0.405,0.595)    393015
  features.18.0                    N    409600    409600    409600    409600        0      (0.394,0.606)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.395,0.605)                  -         0
