================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 75
  prune_ratio  : 0.850257 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 02:17:52
  t_score      : 60.9s (그룹별 점수 pass)
  t_greedy     : 3.6s (greedy 선택)
  total_params        : 2192320
  active_before/after : 686267 / 679446
  sparsity_all        : 69.01% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 85.03% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.7.conv.2                Y     12288      1887      1840      1840       47      (0.419,0.581)      (0.419,0.581)      3652
  features.8.conv.0.0              Y     24576      3774      3680      3680       94      (0.432,0.568)      (0.432,0.568)      7269
  features.8.conv.1.0              Y      3456       530       517       517       13      (0.421,0.579)      (0.421,0.579)      1021
  features.8.conv.2                Y     24576      3774      3680      3680       94      (0.422,0.578)      (0.422,0.578)      7265
  features.9.conv.0.0              Y     24576      3774      3680      3680       94      (0.430,0.570)      (0.430,0.570)      7262
  features.9.conv.1.0              Y      3456       530       517       517       13      (0.430,0.570)      (0.430,0.570)       973
  features.9.conv.2                Y     24576      3774      3680      3680       94      (0.422,0.578)      (0.422,0.578)      7275
  features.10.conv.0.0             Y     24576      3774      3680      3680       94      (0.433,0.567)      (0.433,0.567)      7281
  features.10.conv.1.0             Y      3456       530       517       517       13      (0.427,0.573)      (0.427,0.573)      1015
  features.10.conv.2               Y     24576      3774      3680      3680       94      (0.422,0.578)      (0.422,0.578)      7286
  features.11.conv.0.0             Y     24576      3774      3680      3680       94      (0.426,0.574)      (0.426,0.574)      7243
  features.11.conv.1.0             Y      3456       530       517       517       13      (0.423,0.577)      (0.423,0.577)      1011
  features.11.conv.2               Y     36864      5661      5520      5520      141      (0.424,0.576)      (0.424,0.576)     10835
  features.12.conv.0.0             Y     55296      8492      8280      8280      212      (0.427,0.573)      (0.427,0.573)     16325
  features.12.conv.1.0             Y      5184       796       776       776       20      (0.429,0.571)      (0.429,0.571)      1536
  features.12.conv.2               Y     55296      8492      8280      8280      212      (0.427,0.573)      (0.427,0.573)     16375
  features.13.conv.0.0             Y     55296      8492      8280      8280      212      (0.431,0.569)      (0.431,0.569)     16346
  features.13.conv.1.0             Y      5184       796       776       776       20      (0.429,0.571)      (0.429,0.571)      1542
  features.13.conv.2               Y     55296      8492      8280      8280      212      (0.428,0.572)      (0.428,0.572)     16433
  features.14.conv.0.0             Y     55296      8492      8280      8280      212      (0.428,0.572)      (0.428,0.572)     16332
  features.14.conv.1.0             Y      5184       796       776       776       20      (0.430,0.570)      (0.430,0.570)      1540
  features.14.conv.2               Y     92160     14154     13800     13800      354      (0.432,0.568)      (0.432,0.568)     27311
  features.15.conv.0.0             Y    153600     23590     23000     23000      590      (0.429,0.571)      (0.429,0.571)     45629
  features.15.conv.1.0             Y      8640      1326      1293      1293       33      (0.426,0.574)      (0.426,0.574)      2561
  features.15.conv.2               Y    153600     23590     23000     23000      590      (0.429,0.571)      (0.429,0.571)     45240
  features.16.conv.0.0             Y    153600     23590     23000     23000      590      (0.424,0.576)      (0.424,0.576)     45742
  features.16.conv.1.0             Y      8640      1326      1293      1293       33      (0.433,0.567)      (0.433,0.567)      2535
  features.16.conv.2               Y    153600     23590     23000     23000      590      (0.429,0.571)      (0.429,0.571)     45567
  features.17.conv.0.0             Y    153600     23590     23000     23000      590      (0.431,0.569)      (0.431,0.569)     45686
  features.17.conv.1.0             Y      8640      1326      1293      1293       33      (0.429,0.571)      (0.429,0.571)      2574
  features.17.conv.2               Y    307200     47180     46001     46001     1179      (0.428,0.572)      (0.428,0.572)     91552
  features.18.0                    N    409600    409600    409600    409600        0      (0.429,0.571)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.426,0.574)                  -         0
