================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 45
  prune_ratio  : 0.679957 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 00:41:41
  t_score      : 60.8s (그룹별 점수 pass)
  t_greedy     : 5.9s (greedy 선택)
  total_params        : 2192320
  active_before/after : 997057 / 982460
  sparsity_all        : 55.19% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 68.00% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.5.conv.0.0              Y      6144      2016      1966      1966       50      (0.437,0.563)      (0.437,0.563)      3848
  features.5.conv.1.0              Y      1728       567       553       553       14      (0.425,0.575)      (0.425,0.575)      1092
  features.5.conv.2                Y      6144      2016      1966      1966       50      (0.424,0.576)      (0.424,0.576)      3869
  features.6.conv.0.0              Y      6144      2016      1966      1966       50      (0.445,0.555)      (0.445,0.555)      3856
  features.6.conv.1.0              Y      1728       567       553       553       14      (0.422,0.578)      (0.422,0.578)      1084
  features.6.conv.2                Y      6144      2016      1966      1966       50      (0.428,0.572)      (0.428,0.572)      3861
  features.7.conv.0.0              Y      6144      2016      1966      1966       50      (0.441,0.559)      (0.441,0.559)      3842
  features.7.conv.1.0              Y      1728       567       553       553       14      (0.423,0.577)      (0.423,0.577)      1074
  features.7.conv.2                Y     12288      4033      3932      3932      101      (0.427,0.573)      (0.427,0.573)      7699
  features.8.conv.0.0              Y     24576      8067      7865      7865      202      (0.445,0.555)      (0.445,0.555)     15413
  features.8.conv.1.0              Y      3456      1134      1106      1106       28      (0.430,0.570)      (0.430,0.570)      2162
  features.8.conv.2                Y     24576      8067      7865      7865      202      (0.431,0.569)      (0.431,0.569)     15453
  features.9.conv.0.0              Y     24576      8067      7865      7865      202      (0.438,0.562)      (0.438,0.562)     15424
  features.9.conv.1.0              Y      3456      1134      1106      1106       28      (0.430,0.570)      (0.430,0.570)      2179
  features.9.conv.2                Y     24576      8067      7865      7865      202      (0.430,0.570)      (0.430,0.570)     15421
  features.10.conv.0.0             Y     24576      8067      7865      7865      202      (0.440,0.560)      (0.440,0.560)     15381
  features.10.conv.1.0             Y      3456      1134      1106      1106       28      (0.438,0.562)      (0.438,0.562)      2178
  features.10.conv.2               Y     24576      8067      7865      7865      202      (0.430,0.570)      (0.430,0.570)     15454
  features.11.conv.0.0             Y     24576      8067      7865      7865      202      (0.435,0.565)      (0.435,0.565)     15336
  features.11.conv.1.0             Y      3456      1134      1106      1106       28      (0.433,0.567)      (0.433,0.567)      2176
  features.11.conv.2               Y     36864     12100     11798     11798      302      (0.430,0.570)      (0.430,0.570)     23149
  features.12.conv.0.0             Y     55296     18150     17697     17697      453      (0.433,0.567)      (0.433,0.567)     34700
  features.12.conv.1.0             Y      5184      1701      1659      1659       42      (0.436,0.564)      (0.436,0.564)      3259
  features.12.conv.2               Y     55296     18150     17697     17697      453      (0.431,0.569)      (0.431,0.569)     34817
  features.13.conv.0.0             Y     55296     18150     17697     17697      453      (0.433,0.567)      (0.433,0.567)     34718
  features.13.conv.1.0             Y      5184      1701      1659      1659       42      (0.432,0.568)      (0.432,0.568)      3257
  features.13.conv.2               Y     55296     18150     17697     17697      453      (0.429,0.571)      (0.429,0.571)     34855
  features.14.conv.0.0             Y     55296     18150     17697     17697      453      (0.430,0.570)      (0.430,0.570)     34762
  features.14.conv.1.0             Y      5184      1701      1659      1659       42      (0.431,0.569)      (0.431,0.569)      3255
  features.14.conv.2               Y     92160     30251     29495     29495      756      (0.425,0.575)      (0.425,0.575)     58229
  features.15.conv.0.0             Y    153600     50419     49158     49158     1261      (0.425,0.575)      (0.425,0.575)     96850
  features.15.conv.1.0             Y      8640      2836      2765      2765       71      (0.419,0.581)      (0.419,0.581)      5456
  features.15.conv.2               Y    153600     50419     49158     49158     1261      (0.422,0.578)      (0.422,0.578)     96638
  features.16.conv.0.0             Y    153600     50419     49158     49158     1261      (0.419,0.581)      (0.419,0.581)     96857
  features.16.conv.1.0             Y      8640      2836      2765      2765       71      (0.422,0.578)      (0.422,0.578)      5435
  features.16.conv.2               Y    153600     50419     49158     49158     1261      (0.422,0.578)      (0.422,0.578)     96878
  features.17.conv.0.0             Y    153600     50419     49158     49158     1261      (0.424,0.576)      (0.424,0.576)     97474
  features.17.conv.1.0             Y      8640      2836      2765      2765       71      (0.427,0.573)      (0.427,0.573)      5480
  features.17.conv.2               Y    307200    100838     98317     98317     2521      (0.414,0.586)      (0.414,0.586)    194554
  features.18.0                    N    409600    409600    409600    409600        0      (0.421,0.579)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.423,0.577)                  -         0
