================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 47
  prune_ratio  : 0.695760 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 00:48:12
  t_score      : 63.1s (그룹별 점수 pass)
  t_greedy     : 5.8s (greedy 선택)
  total_params        : 2192320
  active_before/after : 968214 / 954338
  sparsity_all        : 56.47% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 69.58% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.12.conv.1.0             Y      5184      1617      1577      1577       40      (0.443,0.557)      (0.443,0.557)      3083
  features.12.conv.2               Y     55296     17254     16823     16823      431      (0.447,0.553)      (0.447,0.553)     33060
  features.13.conv.0.0             Y     55296     17254     16823     16823      431      (0.433,0.567)      (0.433,0.567)     32986
  features.13.conv.1.0             Y      5184      1617      1577      1577       40      (0.439,0.561)      (0.439,0.561)      3104
  features.13.conv.2               Y     55296     17254     16823     16823      431      (0.444,0.556)      (0.444,0.556)     33019
  features.14.conv.0.0             Y     55296     17254     16823     16823      431      (0.429,0.571)      (0.429,0.571)     33204
  features.14.conv.1.0             Y      5184      1617      1577      1577       40      (0.445,0.555)      (0.445,0.555)      3060
  features.14.conv.2               Y     92160     28757     28038     28038      719      (0.445,0.555)      (0.445,0.555)     55027
  features.15.conv.0.0             Y    153600     47929     46731     46731     1198      (0.427,0.573)      (0.427,0.573)     92285
  features.15.conv.1.0             Y      8640      2696      2628      2628       68      (0.435,0.565)      (0.435,0.565)      5140
  features.15.conv.2               Y    153600     47929     46731     46731     1198      (0.440,0.560)      (0.440,0.560)     91407
  features.16.conv.0.0             Y    153600     47929     46731     46731     1198      (0.424,0.576)      (0.424,0.576)     92248
  features.16.conv.1.0             Y      8640      2696      2628      2628       68      (0.434,0.566)      (0.434,0.566)      5176
  features.16.conv.2               Y    153600     47929     46731     46731     1198      (0.444,0.556)      (0.444,0.556)     91928
  features.17.conv.0.0             Y    153600     47929     46731     46731     1198      (0.448,0.552)      (0.448,0.552)     91178
  features.17.conv.1.0             Y      8640      2696      2628      2628       68      (0.447,0.553)      (0.447,0.553)      5193
  features.17.conv.2               Y    307200     95859     93462     93462     2397      (0.439,0.561)      (0.439,0.561)    185463
  features.18.0                    N    409600    409600    409600    409600        0      (0.435,0.565)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.440,0.560)                  -         0
