================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 77
  prune_ratio  : 0.857651 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 02:24:13
  t_score      : 61.3s (그룹별 점수 pass)
  t_greedy     : 3.6s (greedy 선택)
  total_params        : 2192320
  active_before/after : 672783 / 666270
  sparsity_all        : 69.61% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 85.77% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.7.conv.0.0              Y      6144       897       874       874       23      (0.437,0.563)      (0.437,0.563)      1719
  features.7.conv.1.0              Y      1728       252       245       245        7      (0.426,0.574)      (0.426,0.574)       470
  features.7.conv.2                Y     12288      1794      1749      1749       45      (0.424,0.576)      (0.424,0.576)      3458
  features.8.conv.0.0              Y     24576      3588      3498      3498       90      (0.434,0.566)      (0.434,0.566)      6914
  features.8.conv.1.0              Y      3456       504       491       491       13      (0.423,0.577)      (0.423,0.577)       974
  features.8.conv.2                Y     24576      3588      3498      3498       90      (0.422,0.578)      (0.422,0.578)      6916
  features.9.conv.0.0              Y     24576      3588      3498      3498       90      (0.435,0.565)      (0.435,0.565)      6914
  features.9.conv.1.0              Y      3456       504       491       491       13      (0.427,0.573)      (0.427,0.573)       966
  features.9.conv.2                Y     24576      3588      3498      3498       90      (0.423,0.577)      (0.423,0.577)      6920
  features.10.conv.0.0             Y     24576      3588      3498      3498       90      (0.442,0.558)      (0.442,0.558)      6900
  features.10.conv.1.0             Y      3456       504       491       491       13      (0.426,0.574)      (0.426,0.574)       965
  features.10.conv.2               Y     24576      3588      3498      3498       90      (0.421,0.579)      (0.421,0.579)      6926
  features.11.conv.0.0             Y     24576      3588      3498      3498       90      (0.426,0.574)      (0.426,0.574)      6896
  features.11.conv.1.0             Y      3456       504       491       491       13      (0.421,0.579)      (0.421,0.579)       973
  features.11.conv.2               Y     36864      5382      5247      5247      135      (0.416,0.584)      (0.416,0.584)     10407
  features.12.conv.0.0             Y     55296      8073      7871      7871      202      (0.428,0.572)      (0.428,0.572)     15546
  features.12.conv.1.0             Y      5184       756       737       737       19      (0.415,0.585)      (0.415,0.585)      1450
  features.12.conv.2               Y     55296      8073      7871      7871      202      (0.417,0.583)      (0.417,0.583)     15515
  features.13.conv.0.0             Y     55296      8073      7871      7871      202      (0.424,0.576)      (0.424,0.576)     15565
  features.13.conv.1.0             Y      5184       756       737       737       19      (0.414,0.586)      (0.414,0.586)      1425
  features.13.conv.2               Y     55296      8073      7871      7871      202      (0.416,0.584)      (0.416,0.584)     15607
  features.14.conv.0.0             Y     55296      8073      7871      7871      202      (0.418,0.582)      (0.418,0.582)     15460
  features.14.conv.1.0             Y      5184       756       737       737       19      (0.414,0.586)      (0.414,0.586)      1445
  features.14.conv.2               Y     92160     13455     13118     13118      337      (0.415,0.585)      (0.415,0.585)     26037
  features.15.conv.0.0             Y    153600     22425     21864     21864      561      (0.420,0.580)      (0.420,0.580)     43182
  features.15.conv.1.0             Y      8640      1261      1229      1229       32      (0.415,0.585)      (0.415,0.585)      2436
  features.15.conv.2               Y    153600     22425     21864     21864      561      (0.412,0.588)      (0.412,0.588)     43349
  features.16.conv.0.0             Y    153600     22425     21864     21864      561      (0.414,0.586)      (0.414,0.586)     43240
  features.16.conv.1.0             Y      8640      1261      1229      1229       32      (0.410,0.590)      (0.410,0.590)      2434
  features.16.conv.2               Y    153600     22425     21864     21864      561      (0.411,0.589)      (0.411,0.589)     43459
  features.17.conv.0.0             Y    153600     22425     21864     21864      561      (0.416,0.584)      (0.416,0.584)     43451
  features.17.conv.1.0             Y      8640      1261      1229      1229       32      (0.411,0.589)      (0.411,0.589)      2449
  features.17.conv.2               Y    307200     44850     43729     43729     1121      (0.407,0.593)      (0.407,0.593)     86995
  features.18.0                    N    409600    409600    409600    409600        0      (0.410,0.590)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.410,0.590)                  -         0
