================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 41
  prune_ratio  : 0.645848 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 00:28:47
  t_score      : 60.8s (그룹별 점수 pass)
  t_greedy     : 6.5s (greedy 선택)
  total_params        : 2192320
  active_before/after : 1059293 / 1043127
  sparsity_all        : 52.42% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 64.59% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.6.conv.0.0              Y      6144      2231      2175      2175       56      (0.450,0.550)      (0.450,0.550)      4272
  features.6.conv.1.0              Y      1728       627       611       611       16      (0.453,0.547)      (0.453,0.547)      1196
  features.6.conv.2                Y      6144      2231      2175      2175       56      (0.459,0.541)      (0.459,0.541)      4246
  features.7.conv.0.0              Y      6144      2231      2175      2175       56      (0.448,0.552)      (0.448,0.552)      4266
  features.7.conv.1.0              Y      1728       627       611       611       16      (0.464,0.536)      (0.464,0.536)      1173
  features.7.conv.2                Y     12288      4463      4351      4351      112      (0.469,0.531)      (0.469,0.531)      8372
  features.8.conv.0.0              Y     24576      8926      8703      8703      223      (0.458,0.542)      (0.458,0.542)     17016
  features.8.conv.1.0              Y      3456      1255      1223      1223       32      (0.467,0.533)      (0.467,0.533)      2357
  features.8.conv.2                Y     24576      8926      8703      8703      223      (0.460,0.540)      (0.460,0.540)     16983
  features.9.conv.0.0              Y     24576      8926      8703      8703      223      (0.451,0.549)      (0.451,0.549)     17028
  features.9.conv.1.0              Y      3456      1255      1223      1223       32      (0.456,0.544)      (0.456,0.544)      2406
  features.9.conv.2                Y     24576      8926      8703      8703      223      (0.463,0.537)      (0.463,0.537)     17015
  features.10.conv.0.0             Y     24576      8926      8703      8703      223      (0.446,0.554)      (0.446,0.554)     17081
  features.10.conv.1.0             Y      3456      1255      1223      1223       32      (0.462,0.538)      (0.462,0.538)      2377
  features.10.conv.2               Y     24576      8926      8703      8703      223      (0.465,0.535)      (0.465,0.535)     16980
  features.11.conv.0.0             Y     24576      8926      8703      8703      223      (0.449,0.551)      (0.449,0.551)     17021
  features.11.conv.1.0             Y      3456      1255      1223      1223       32      (0.473,0.527)      (0.473,0.527)      2379
  features.11.conv.2               Y     36864     13390     13055     13055      335      (0.468,0.532)      (0.468,0.532)     25283
  features.12.conv.0.0             Y     55296     20085     19583     19583      502      (0.450,0.550)      (0.450,0.550)     38533
  features.12.conv.1.0             Y      5184      1882      1835      1835       47      (0.465,0.535)      (0.465,0.535)      3582
  features.12.conv.2               Y     55296     20085     19583     19583      502      (0.471,0.529)      (0.471,0.529)     38360
  features.13.conv.0.0             Y     55296     20085     19583     19583      502      (0.453,0.547)      (0.453,0.547)     38321
  features.13.conv.1.0             Y      5184      1882      1835      1835       47      (0.464,0.536)      (0.464,0.536)      3588
  features.13.conv.2               Y     55296     20085     19583     19583      502      (0.472,0.528)      (0.472,0.528)     37811
  features.14.conv.0.0             Y     55296     20085     19583     19583      502      (0.446,0.554)      (0.446,0.554)     38381
  features.14.conv.1.0             Y      5184      1882      1835      1835       47      (0.458,0.542)      (0.458,0.542)      3559
  features.14.conv.2               Y     92160     33475     32638     32638      837      (0.459,0.541)      (0.459,0.541)     63785
  features.15.conv.0.0             Y    153600     55792     54397     54397     1395      (0.437,0.563)      (0.437,0.563)    107356
  features.15.conv.1.0             Y      8640      3138      3059      3059       79      (0.452,0.548)      (0.452,0.548)      5981
  features.15.conv.2               Y    153600     55792     54397     54397     1395      (0.453,0.547)      (0.453,0.547)    106227
  features.16.conv.0.0             Y    153600     55792     54397     54397     1395      (0.430,0.570)      (0.430,0.570)    107077
  features.16.conv.1.0             Y      8640      3138      3059      3059       79      (0.451,0.549)      (0.451,0.549)      6009
  features.16.conv.2               Y    153600     55792     54397     54397     1395      (0.458,0.542)      (0.458,0.542)    105348
  features.17.conv.0.0             Y    153600     55792     54397     54397     1395      (0.457,0.543)      (0.457,0.543)    105883
  features.17.conv.1.0             Y      8640      3138      3059      3059       79      (0.466,0.534)      (0.466,0.534)      6029
  features.17.conv.2               Y    307200    111585    108795    108795     2790      (0.462,0.538)      (0.462,0.538)    215507
  features.18.0                    N    409600    409600    409600    409600        0      (0.434,0.566)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.458,0.542)                  -         0
