================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 36
  prune_ratio  : 0.598055 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 00:12:27
  t_score      : 60.2s (그룹별 점수 pass)
  t_greedy     : 7.0s (greedy 선택)
  total_params        : 2192320
  active_before/after : 1146511 / 1128178
  sparsity_all        : 48.54% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 59.81% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.4.conv.2                Y      4608      1899      1852      1852       47      (0.402,0.598)      (0.402,0.598)      3563
  features.5.conv.0.0              Y      6144      2532      2469      2469       63      (0.409,0.591)      (0.409,0.591)      4770
  features.5.conv.1.0              Y      1728       712       694       694       18      (0.379,0.621)      (0.379,0.621)      1276
  features.5.conv.2                Y      6144      2532      2469      2469       63      (0.389,0.611)      (0.389,0.611)      4750
  features.6.conv.0.0              Y      6144      2532      2469      2469       63      (0.412,0.588)      (0.412,0.588)      4799
  features.6.conv.1.0              Y      1728       712       694       694       18      (0.327,0.673)      (0.327,0.673)       696
  features.6.conv.2                Y      6144      2532      2469      2469       63      (0.383,0.617)      (0.383,0.617)      4761
  features.7.conv.0.0              Y      6144      2532      2469      2469       63      (0.407,0.593)      (0.407,0.593)      4756
  features.7.conv.1.0              Y      1728       712       694       694       18      (0.389,0.611)      (0.389,0.611)      1321
  features.7.conv.2                Y     12288      5065      4939      4939      126      (0.387,0.613)      (0.387,0.613)      9587
  features.8.conv.0.0              Y     24576     10131      9878      9878      253      (0.415,0.585)      (0.415,0.585)     19268
  features.8.conv.1.0              Y      3456      1424      1389      1389       35      (0.379,0.621)      (0.379,0.621)      2647
  features.8.conv.2                Y     24576     10131      9878      9878      253      (0.384,0.616)      (0.384,0.616)     19185
  features.9.conv.0.0              Y     24576     10131      9878      9878      253      (0.418,0.582)      (0.418,0.582)     19321
  features.9.conv.1.0              Y      3456      1424      1389      1389       35      (0.386,0.614)      (0.386,0.614)      2720
  features.9.conv.2                Y     24576     10131      9878      9878      253      (0.385,0.615)      (0.385,0.615)     19304
  features.10.conv.0.0             Y     24576     10131      9878      9878      253      (0.422,0.578)      (0.422,0.578)     19318
  features.10.conv.1.0             Y      3456      1424      1389      1389       35      (0.386,0.614)      (0.386,0.614)      2685
  features.10.conv.2               Y     24576     10131      9878      9878      253      (0.383,0.617)      (0.383,0.617)     19090
  features.11.conv.0.0             Y     24576     10131      9878      9878      253      (0.403,0.597)      (0.403,0.597)     19153
  features.11.conv.1.0             Y      3456      1424      1389      1389       35      (0.386,0.614)      (0.386,0.614)      2703
  features.11.conv.2               Y     36864     15197     14817     14817      380      (0.379,0.621)      (0.379,0.621)     28784
  features.12.conv.0.0             Y     55296     22795     22225     22225      570      (0.398,0.602)      (0.398,0.602)     43337
  features.12.conv.1.0             Y      5184      2137      2083      2083       54      (0.388,0.612)      (0.388,0.612)      4034
  features.12.conv.2               Y     55296     22795     22225     22225      570      (0.384,0.616)      (0.384,0.616)     43363
  features.13.conv.0.0             Y     55296     22795     22225     22225      570      (0.396,0.604)      (0.396,0.604)     43020
  features.13.conv.1.0             Y      5184      2137      2083      2083       54      (0.379,0.621)      (0.379,0.621)      4002
  features.13.conv.2               Y     55296     22795     22225     22225      570      (0.382,0.618)      (0.382,0.618)     43019
  features.14.conv.0.0             Y     55296     22795     22225     22225      570      (0.385,0.615)      (0.385,0.615)     43092
  features.14.conv.1.0             Y      5184      2137      2083      2083       54      (0.398,0.602)      (0.398,0.602)      4056
  features.14.conv.2               Y     92160     37993     37043     37043      950      (0.377,0.623)      (0.377,0.623)     72586
  features.15.conv.0.0             Y    153600     63321     61738     61738     1583      (0.390,0.610)      (0.390,0.610)    120994
  features.15.conv.1.0             Y      8640      3561      3472      3472       89      (0.371,0.629)      (0.371,0.629)      6718
  features.15.conv.2               Y    153600     63321     61738     61738     1583      (0.370,0.630)      (0.370,0.630)    120758
  features.16.conv.0.0             Y    153600     63321     61738     61738     1583      (0.378,0.622)      (0.378,0.622)    120720
  features.16.conv.1.0             Y      8640      3561      3472      3472       89      (0.364,0.636)      (0.364,0.636)      6813
  features.16.conv.2               Y    153600     63321     61738     61738     1583      (0.359,0.641)      (0.359,0.641)    121348
  features.17.conv.0.0             Y    153600     63321     61738     61738     1583      (0.373,0.627)      (0.373,0.627)    121502
  features.17.conv.1.0             Y      8640      3561      3472      3472       89      (0.353,0.647)      (0.353,0.647)      6837
  features.17.conv.2               Y    307200    126643    123477    123477     3166      (0.344,0.656)      (0.344,0.656)    241259
  features.18.0                    N    409600    409600    409600    409600        0      (0.393,0.607)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.348,0.652)                  -         0
