================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 80
  prune_ratio  : 0.868062 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 02:33:38
  t_score      : 61.0s (그룹별 점수 pass)
  t_greedy     : 3.2s (greedy 선택)
  total_params        : 2192320
  active_before/after : 653772 / 647743
  sparsity_all        : 70.45% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 86.81% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.7.conv.2                Y     12288      1662      1621      1621       41      (0.457,0.543)      (0.457,0.543)      3215
  features.8.conv.0.0              Y     24576      3325      3242      3242       83      (0.457,0.543)      (0.457,0.543)      6368
  features.8.conv.1.0              Y      3456       467       455       455       12      (0.452,0.548)      (0.452,0.548)       899
  features.8.conv.2                Y     24576      3325      3242      3242       83      (0.457,0.543)      (0.457,0.543)      6375
  features.9.conv.0.0              Y     24576      3325      3242      3242       83      (0.461,0.539)      (0.461,0.539)      6465
  features.9.conv.1.0              Y      3456       467       455       455       12      (0.460,0.540)      (0.460,0.540)       853
  features.9.conv.2                Y     24576      3325      3242      3242       83      (0.461,0.539)      (0.461,0.539)      6439
  features.10.conv.0.0             Y     24576      3325      3242      3242       83      (0.458,0.542)      (0.458,0.542)      6408
  features.10.conv.1.0             Y      3456       467       455       455       12      (0.463,0.537)      (0.463,0.537)       897
  features.10.conv.2               Y     24576      3325      3242      3242       83      (0.459,0.541)      (0.459,0.541)      6448
  features.11.conv.0.0             Y     24576      3325      3242      3242       83      (0.457,0.543)      (0.457,0.543)      6417
  features.11.conv.1.0             Y      3456       467       455       455       12      (0.449,0.551)      (0.449,0.551)       895
  features.11.conv.2               Y     36864      4988      4863      4863      125      (0.458,0.542)      (0.458,0.542)      9641
  features.12.conv.0.0             Y     55296      7482      7295      7295      187      (0.461,0.539)      (0.461,0.539)     14380
  features.12.conv.1.0             Y      5184       701       683       683       18      (0.458,0.542)      (0.458,0.542)      1342
  features.12.conv.2               Y     55296      7482      7295      7295      187      (0.458,0.542)      (0.458,0.542)     14475
  features.13.conv.0.0             Y     55296      7482      7295      7295      187      (0.462,0.538)      (0.462,0.538)     14395
  features.13.conv.1.0             Y      5184       701       683       683       18      (0.463,0.537)      (0.463,0.537)      1353
  features.13.conv.2               Y     55296      7482      7295      7295      187      (0.457,0.543)      (0.457,0.543)     14502
  features.14.conv.0.0             Y     55296      7482      7295      7295      187      (0.456,0.544)      (0.456,0.544)     14499
  features.14.conv.1.0             Y      5184       701       683       683       18      (0.456,0.544)      (0.456,0.544)      1342
  features.14.conv.2               Y     92160     12471     12159     12159      312      (0.454,0.546)      (0.454,0.546)     23748
  features.15.conv.0.0             Y    153600     20785     20265     20265      520      (0.454,0.546)      (0.454,0.546)     40127
  features.15.conv.1.0             Y      8640      1169      1139      1139       30      (0.457,0.543)      (0.457,0.543)      2254
  features.15.conv.2               Y    153600     20785     20265     20265      520      (0.454,0.546)      (0.454,0.546)     39905
  features.16.conv.0.0             Y    153600     20785     20265     20265      520      (0.453,0.547)      (0.453,0.547)     40125
  features.16.conv.1.0             Y      8640      1169      1139      1139       30      (0.453,0.547)      (0.453,0.547)      2135
  features.16.conv.2               Y    153600     20785     20265     20265      520      (0.454,0.546)      (0.454,0.546)     40232
  features.17.conv.0.0             Y    153600     20785     20265     20265      520      (0.449,0.551)      (0.449,0.551)     39881
  features.17.conv.1.0             Y      8640      1169      1139      1139       30      (0.456,0.544)      (0.456,0.544)      2268
  features.17.conv.2               Y    307200     41570     40531     40531     1039      (0.461,0.539)      (0.461,0.539)     40569
  features.18.0                    N    409600    409600    409600    409600        0      (0.438,0.562)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.458,0.542)                  -         0
