================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 52
  prune_ratio  : 0.731935 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 01:04:06
  t_score      : 60.1s (그룹별 점수 pass)
  t_greedy     : 5.1s (greedy 선택)
  total_params        : 2192320
  active_before/after : 902197 / 889958
  sparsity_all        : 59.41% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 73.20% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.13.conv.1.0             Y      5184      1425      1389      1389       36      (0.410,0.590)      (0.410,0.590)      2738
  features.13.conv.2               Y     55296     15202     14822     14822      380      (0.412,0.588)      (0.412,0.588)     29164
  features.14.conv.0.0             Y     55296     15202     14822     14822      380      (0.417,0.583)      (0.417,0.583)     29215
  features.14.conv.1.0             Y      5184      1425      1389      1389       36      (0.417,0.583)      (0.417,0.583)      2722
  features.14.conv.2               Y     92160     25338     24704     24704      634      (0.419,0.581)      (0.419,0.581)     48824
  features.15.conv.0.0             Y    153600     42230     41174     41174     1056      (0.418,0.582)      (0.418,0.582)     81411
  features.15.conv.1.0             Y      8640      2375      2316      2316       59      (0.416,0.584)      (0.416,0.584)      4538
  features.15.conv.2               Y    153600     42230     41174     41174     1056      (0.413,0.587)      (0.413,0.587)     81197
  features.16.conv.0.0             Y    153600     42230     41174     41174     1056      (0.415,0.585)      (0.415,0.585)     81310
  features.16.conv.1.0             Y      8640      2375      2316      2316       59      (0.412,0.588)      (0.412,0.588)      4546
  features.16.conv.2               Y    153600     42230     41174     41174     1056      (0.410,0.590)      (0.410,0.590)     81478
  features.17.conv.0.0             Y    153600     42230     41174     41174     1056      (0.417,0.583)      (0.417,0.583)     81592
  features.17.conv.1.0             Y      8640      2375      2316      2316       59      (0.412,0.588)      (0.412,0.588)      4589
  features.17.conv.2               Y    307200     84461     82349     82349     2112      (0.401,0.599)      (0.401,0.599)    163255
  features.18.0                    N    409600    409600    409600    409600        0      (0.418,0.582)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.408,0.592)                  -         0
