================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 15
  prune_ratio  : 0.315979 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-08 23:03:59
  t_score      : 60.3s (그룹별 점수 pass)
  t_greedy     : 10.5s (greedy 선택)
  total_params        : 2192320
  active_before/after : 1661282 / 1630064
  sparsity_all        : 25.65% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 31.60% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.6.conv.0.0              Y      6144      4310      4202      4202      108      (0.405,0.595)      (0.405,0.595)      8245
  features.6.conv.1.0              Y      1728      1212      1181      1181       31      (0.364,0.636)      (0.364,0.636)      1183
  features.6.conv.2                Y      6144      4310      4202      4202      108      (0.391,0.609)      (0.391,0.609)      8205
  features.7.conv.0.0              Y      6144      4310      4202      4202      108      (0.409,0.591)      (0.409,0.591)      8253
  features.7.conv.1.0              Y      1728      1212      1181      1181       31      (0.402,0.598)      (0.402,0.598)      2276
  features.7.conv.2                Y     12288      8620      8405      8405      215      (0.403,0.597)      (0.403,0.597)     16539
  features.8.conv.0.0              Y     24576     17241     16810     16810      431      (0.417,0.583)      (0.417,0.583)     33008
  features.8.conv.1.0              Y      3456      2424      2363      2363       61      (0.402,0.598)      (0.402,0.598)      4640
  features.8.conv.2                Y     24576     17241     16810     16810      431      (0.402,0.598)      (0.402,0.598)     32938
  features.9.conv.0.0              Y     24576     17241     16810     16810      431      (0.415,0.585)      (0.415,0.585)     32987
  features.9.conv.1.0              Y      3456      2424      2363      2363       61      (0.400,0.600)      (0.400,0.600)      4622
  features.9.conv.2                Y     24576     17241     16810     16810      431      (0.399,0.601)      (0.399,0.601)     33001
  features.10.conv.0.0             Y     24576     17241     16810     16810      431      (0.406,0.594)      (0.406,0.594)     32998
  features.10.conv.1.0             Y      3456      2424      2363      2363       61      (0.399,0.601)      (0.399,0.601)      4623
  features.10.conv.2               Y     24576     17241     16810     16810      431      (0.404,0.596)      (0.404,0.596)     33023
  features.11.conv.0.0             Y     24576     17241     16810     16810      431      (0.400,0.600)      (0.400,0.600)     32988
  features.11.conv.1.0             Y      3456      2424      2363      2363       61      (0.390,0.610)      (0.390,0.610)      4649
  features.11.conv.2               Y     36864     25862     25215     25215      647      (0.392,0.608)      (0.392,0.608)     49417
  features.12.conv.0.0             Y     55296     38793     37823     37823      970      (0.397,0.603)      (0.397,0.603)     74205
  features.12.conv.1.0             Y      5184      3636      3545      3545       91      (0.395,0.605)      (0.395,0.605)      6923
  features.12.conv.2               Y     55296     38793     37823     37823      970      (0.393,0.607)      (0.393,0.607)     74282
  features.13.conv.0.0             Y     55296     38793     37823     37823      970      (0.399,0.601)      (0.399,0.601)     74158
  features.13.conv.1.0             Y      5184      3636      3545      3545       91      (0.381,0.619)      (0.381,0.619)      6894
  features.13.conv.2               Y     55296     38793     37823     37823      970      (0.384,0.616)      (0.384,0.616)     74178
  features.14.conv.0.0             Y     55296     38793     37823     37823      970      (0.387,0.613)      (0.387,0.613)     74061
  features.14.conv.1.0             Y      5184      3636      3545      3545       91      (0.380,0.620)      (0.380,0.620)      6909
  features.14.conv.2               Y     92160     64655     63039     63039     1616      (0.369,0.631)      (0.369,0.631)    123585
  features.15.conv.0.0             Y    153600    107759    105065    105065     2694      (0.390,0.610)      (0.390,0.610)    206079
  features.15.conv.1.0             Y      8640      6061      5909      5909      152      (0.374,0.626)      (0.374,0.626)     11484
  features.15.conv.2               Y    153600    107759    105065    105065     2694      (0.361,0.639)      (0.361,0.639)    205448
  features.16.conv.0.0             Y    153600    107759    105065    105065     2694      (0.382,0.618)      (0.382,0.618)    205756
  features.16.conv.1.0             Y      8640      6061      5909      5909      152      (0.371,0.629)      (0.371,0.629)     11502
  features.16.conv.2               Y    153600    107759    105065    105065     2694      (0.361,0.639)      (0.361,0.639)    205848
  features.17.conv.0.0             Y    153600    107759    105065    105065     2694      (0.369,0.631)      (0.369,0.631)    207165
  features.17.conv.1.0             Y      8640      6061      5909      5909      152      (0.340,0.660)      (0.340,0.660)     11519
  features.17.conv.2               Y    307200    215519    210131    210131     5388      (0.345,0.655)      (0.345,0.655)    412683
  features.18.0                    N    409600    409600    409600    409600        0      (0.390,0.610)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.346,0.654)                  -         0
