================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 26
  prune_ratio  : 0.482250 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-08 23:40:05
  t_score      : 60.2s (그룹별 점수 pass)
  t_greedy     : 8.2s (greedy 선택)
  total_params        : 2192320
  active_before/after : 1357851 / 1334238
  sparsity_all        : 39.14% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 48.23% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.12.conv.0.0             Y     55296     29363     28629     28629      734      (0.388,0.612)      (0.388,0.612)     55798
  features.12.conv.1.0             Y      5184      2752      2684      2684       68      (0.384,0.616)      (0.384,0.616)      5219
  features.12.conv.2               Y     55296     29363     28629     28629      734      (0.389,0.611)      (0.389,0.611)     55933
  features.13.conv.0.0             Y     55296     29363     28629     28629      734      (0.391,0.609)      (0.391,0.609)     55697
  features.13.conv.1.0             Y      5184      2752      2684      2684       68      (0.379,0.621)      (0.379,0.621)      5213
  features.13.conv.2               Y     55296     29363     28629     28629      734      (0.382,0.618)      (0.382,0.618)     55958
  features.14.conv.0.0             Y     55296     29363     28629     28629      734      (0.380,0.620)      (0.380,0.620)     55930
  features.14.conv.1.0             Y      5184      2752      2684      2684       68      (0.374,0.626)      (0.374,0.626)      5184
  features.14.conv.2               Y     92160     48939     47715     47715     1224      (0.369,0.631)      (0.369,0.631)     93154
  features.15.conv.0.0             Y    153600     81565     79526     79526     2039      (0.377,0.623)      (0.377,0.623)    155421
  features.15.conv.1.0             Y      8640      4588      4473      4473      115      (0.373,0.627)      (0.373,0.627)      8685
  features.15.conv.2               Y    153600     81565     79526     79526     2039      (0.365,0.635)      (0.365,0.635)    155362
  features.16.conv.0.0             Y    153600     81565     79526     79526     2039      (0.368,0.632)      (0.368,0.632)    154444
  features.16.conv.1.0             Y      8640      4588      4473      4473      115      (0.368,0.632)      (0.368,0.632)      8663
  features.16.conv.2               Y    153600     81565     79526     79526     2039      (0.365,0.635)      (0.365,0.635)    155335
  features.17.conv.0.0             Y    153600     81565     79526     79526     2039      (0.377,0.623)      (0.377,0.623)    157082
  features.17.conv.1.0             Y      8640      4588      4473      4473      115      (0.364,0.636)      (0.364,0.636)      8807
  features.17.conv.2               Y    307200    163131    159052    159052     4079      (0.355,0.645)      (0.355,0.645)    312821
  features.18.0                    N    409600    409600    409600    409600        0      (0.387,0.613)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.361,0.639)                  -         0
