================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 18
  prune_ratio  : 0.366009 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-08 23:13:52
  t_score      : 61.8s (그룹별 점수 pass)
  t_greedy     : 10.1s (greedy 선택)
  total_params        : 2192320
  active_before/after : 1569983 / 1541060
  sparsity_all        : 29.71% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 36.60% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.6.conv.1.0              Y      1728      1123      1095      1095       28      (0.403,0.597)      (0.403,0.597)      2066
  features.6.conv.2                Y      6144      3995      3895      3895      100      (0.437,0.563)      (0.437,0.563)      7641
  features.7.conv.0.0              Y      6144      3995      3895      3895      100      (0.436,0.564)      (0.436,0.564)      7661
  features.7.conv.1.0              Y      1728      1123      1095      1095       28      (0.442,0.558)      (0.442,0.558)      2129
  features.7.conv.2                Y     12288      7990      7790      7790      200      (0.434,0.566)      (0.434,0.566)     15300
  features.8.conv.0.0              Y     24576     15980     15580     15580      400      (0.435,0.565)      (0.435,0.565)     30578
  features.8.conv.1.0              Y      3456      2247      2191      2191       56      (0.420,0.580)      (0.420,0.580)      4289
  features.8.conv.2                Y     24576     15980     15580     15580      400      (0.436,0.564)      (0.436,0.564)     30541
  features.9.conv.0.0              Y     24576     15980     15580     15580      400      (0.441,0.559)      (0.441,0.559)     30556
  features.9.conv.1.0              Y      3456      2247      2191      2191       56      (0.436,0.564)      (0.436,0.564)      4284
  features.9.conv.2                Y     24576     15980     15580     15580      400      (0.433,0.567)      (0.433,0.567)     30521
  features.10.conv.0.0             Y     24576     15980     15580     15580      400      (0.434,0.566)      (0.434,0.566)     30510
  features.10.conv.1.0             Y      3456      2247      2191      2191       56      (0.421,0.579)      (0.421,0.579)      4278
  features.10.conv.2               Y     24576     15980     15580     15580      400      (0.434,0.566)      (0.434,0.566)     30557
  features.11.conv.0.0             Y     24576     15980     15580     15580      400      (0.429,0.571)      (0.429,0.571)     30553
  features.11.conv.1.0             Y      3456      2247      2191      2191       56      (0.436,0.564)      (0.436,0.564)      4234
  features.11.conv.2               Y     36864     23970     23371     23371      599      (0.436,0.564)      (0.436,0.564)     45792
  features.12.conv.0.0             Y     55296     35956     35057     35057      899      (0.429,0.571)      (0.429,0.571)     68762
  features.12.conv.1.0             Y      5184      3370      3286      3286       84      (0.442,0.558)      (0.442,0.558)      6394
  features.12.conv.2               Y     55296     35956     35057     35057      899      (0.439,0.561)      (0.439,0.561)     68648
  features.13.conv.0.0             Y     55296     35956     35057     35057      899      (0.433,0.567)      (0.433,0.567)     68601
  features.13.conv.1.0             Y      5184      3370      3286      3286       84      (0.432,0.568)      (0.432,0.568)      6383
  features.13.conv.2               Y     55296     35956     35057     35057      899      (0.434,0.566)      (0.434,0.566)     68625
  features.14.conv.0.0             Y     55296     35956     35057     35057      899      (0.425,0.575)      (0.425,0.575)     68727
  features.14.conv.1.0             Y      5184      3370      3286      3286       84      (0.420,0.580)      (0.420,0.580)      6385
  features.14.conv.2               Y     92160     59926     58428     58428     1498      (0.419,0.581)      (0.419,0.581)    114581
  features.15.conv.0.0             Y    153600     99877     97381     97381     2496      (0.415,0.585)      (0.415,0.585)    190573
  features.15.conv.1.0             Y      8640      5618      5477      5477      141      (0.422,0.578)      (0.422,0.578)     10611
  features.15.conv.2               Y    153600     99877     97381     97381     2496      (0.417,0.583)      (0.417,0.583)    190415
  features.16.conv.0.0             Y    153600     99877     97381     97381     2496      (0.411,0.589)      (0.411,0.589)    190530
  features.16.conv.1.0             Y      8640      5618      5477      5477      141      (0.415,0.585)      (0.415,0.585)     10661
  features.16.conv.2               Y    153600     99877     97381     97381     2496      (0.417,0.583)      (0.417,0.583)    190903
  features.17.conv.0.0             Y    153600     99877     97381     97381     2496      (0.422,0.578)      (0.422,0.578)    192484
  features.17.conv.1.0             Y      8640      5618      5477      5477      141      (0.416,0.584)      (0.416,0.584)     10747
  features.17.conv.2               Y    307200    199755    194762    194762     4993      (0.411,0.589)      (0.411,0.589)    382990
  features.18.0                    N    409600    409600    409600    409600        0      (0.420,0.580)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.413,0.587)                  -         0
