================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 57
  prune_ratio  : 0.763809 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 01:20:33
  t_score      : 61.4s (그룹별 점수 pass)
  t_greedy     : 4.8s (greedy 선택)
  total_params        : 2192320
  active_before/after : 844035 / 833255
  sparsity_all        : 61.99% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 76.38% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.13.conv.1.0             Y      5184      1255      1224      1224       31      (0.415,0.585)      (0.415,0.585)      2396
  features.13.conv.2               Y     55296     13395     13060     13060      335      (0.423,0.577)      (0.423,0.577)     25787
  features.14.conv.0.0             Y     55296     13395     13060     13060      335      (0.412,0.588)      (0.412,0.588)     25735
  features.14.conv.1.0             Y      5184      1255      1224      1224       31      (0.417,0.583)      (0.417,0.583)      2412
  features.14.conv.2               Y     92160     22325     21767     21767      558      (0.430,0.570)      (0.430,0.570)     42819
  features.15.conv.0.0             Y    153600     37209     36278     36278      931      (0.416,0.584)      (0.416,0.584)     71804
  features.15.conv.1.0             Y      8640      2093      2040      2040       53      (0.422,0.578)      (0.422,0.578)      4032
  features.15.conv.2               Y    153600     37209     36278     36278      931      (0.424,0.576)      (0.424,0.576)     71751
  features.16.conv.0.0             Y    153600     37209     36278     36278      931      (0.409,0.591)      (0.409,0.591)     71751
  features.16.conv.1.0             Y      8640      2093      2040      2040       53      (0.412,0.588)      (0.412,0.588)      4017
  features.16.conv.2               Y    153600     37209     36278     36278      931      (0.425,0.575)      (0.425,0.575)     71242
  features.17.conv.0.0             Y    153600     37209     36278     36278      931      (0.430,0.570)      (0.430,0.570)     71918
  features.17.conv.1.0             Y      8640      2093      2040      2040       53      (0.429,0.571)      (0.429,0.571)      4009
  features.17.conv.2               Y    307200     74418     72557     72557     1861      (0.421,0.579)      (0.421,0.579)    143631
  features.18.0                    N    409600    409600    409600    409600        0      (0.423,0.577)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.423,0.577)                  -         0
