================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 44
  prune_ratio  : 0.671751 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 00:38:27
  t_score      : 60.2s (그룹별 점수 pass)
  t_greedy     : 6.0s (greedy 선택)
  total_params        : 2192320
  active_before/after : 1012022 / 997057
  sparsity_all        : 54.52% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 67.18% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.6.conv.1.0              Y      1728       581       567       567       14      (0.423,0.577)      (0.423,0.577)      1116
  features.6.conv.2                Y      6144      2068      2016      2016       52      (0.418,0.582)      (0.418,0.582)      3845
  features.7.conv.0.0              Y      6144      2068      2016      2016       52      (0.426,0.574)      (0.426,0.574)      3945
  features.7.conv.1.0              Y      1728       581       567       567       14      (0.421,0.579)      (0.421,0.579)      1115
  features.7.conv.2                Y     12288      4136      4033      4033      103      (0.419,0.581)      (0.419,0.581)      7912
  features.8.conv.0.0              Y     24576      8273      8067      8067      206      (0.427,0.573)      (0.427,0.573)     15786
  features.8.conv.1.0              Y      3456      1163      1134      1134       29      (0.420,0.580)      (0.420,0.580)      2228
  features.8.conv.2                Y     24576      8273      8067      8067      206      (0.417,0.583)      (0.417,0.583)     15797
  features.9.conv.0.0              Y     24576      8273      8067      8067      206      (0.423,0.577)      (0.423,0.577)     15812
  features.9.conv.1.0              Y      3456      1163      1134      1134       29      (0.411,0.589)      (0.411,0.589)      2213
  features.9.conv.2                Y     24576      8273      8067      8067      206      (0.414,0.586)      (0.414,0.586)     15817
  features.10.conv.0.0             Y     24576      8273      8067      8067      206      (0.414,0.586)      (0.414,0.586)     15685
  features.10.conv.1.0             Y      3456      1163      1134      1134       29      (0.423,0.577)      (0.423,0.577)      2228
  features.10.conv.2               Y     24576      8273      8067      8067      206      (0.418,0.582)      (0.418,0.582)     15810
  features.11.conv.0.0             Y     24576      8273      8067      8067      206      (0.417,0.583)      (0.417,0.583)     15829
  features.11.conv.1.0             Y      3456      1163      1134      1134       29      (0.417,0.583)      (0.417,0.583)      2231
  features.11.conv.2               Y     36864     12410     12100     12100      310      (0.417,0.583)      (0.417,0.583)     23777
  features.12.conv.0.0             Y     55296     18616     18150     18150      466      (0.414,0.586)      (0.414,0.586)     35656
  features.12.conv.1.0             Y      5184      1745      1701      1701       44      (0.417,0.583)      (0.417,0.583)      3343
  features.12.conv.2               Y     55296     18616     18150     18150      466      (0.417,0.583)      (0.417,0.583)     35609
  features.13.conv.0.0             Y     55296     18616     18150     18150      466      (0.414,0.586)      (0.414,0.586)     35628
  features.13.conv.1.0             Y      5184      1745      1701      1701       44      (0.410,0.590)      (0.410,0.590)      3337
  features.13.conv.2               Y     55296     18616     18150     18150      466      (0.413,0.587)      (0.413,0.587)     35727
  features.14.conv.0.0             Y     55296     18616     18150     18150      466      (0.405,0.595)      (0.405,0.595)     35667
  features.14.conv.1.0             Y      5184      1745      1701      1701       44      (0.409,0.591)      (0.409,0.591)      3295
  features.14.conv.2               Y     92160     31027     30251     30251      776      (0.402,0.598)      (0.402,0.598)     59593
  features.15.conv.0.0             Y    153600     51711     50419     50419     1292      (0.400,0.600)      (0.400,0.600)     99496
  features.15.conv.1.0             Y      8640      2908      2836      2836       72      (0.385,0.615)      (0.385,0.615)      5554
  features.15.conv.2               Y    153600     51711     50419     50419     1292      (0.393,0.607)      (0.393,0.607)     99154
  features.16.conv.0.0             Y    153600     51711     50419     50419     1292      (0.394,0.606)      (0.394,0.606)     99244
  features.16.conv.1.0             Y      8640      2908      2836      2836       72      (0.383,0.617)      (0.383,0.617)      5525
  features.16.conv.2               Y    153600     51711     50419     50419     1292      (0.389,0.611)      (0.389,0.611)     99483
  features.17.conv.0.0             Y    153600     51711     50419     50419     1292      (0.400,0.600)      (0.400,0.600)     99936
  features.17.conv.1.0             Y      8640      2908      2836      2836       72      (0.389,0.611)      (0.389,0.611)      5574
  features.17.conv.2               Y    307200    103423    100838    100838     2585      (0.379,0.621)      (0.379,0.621)    198927
  features.18.0                    N    409600    409600    409600    409600        0      (0.410,0.590)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.384,0.616)                  -         0
