================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 10
  prune_ratio  : 0.223670 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-08 22:47:31
  t_score      : 62.7s (그룹별 점수 pass)
  t_greedy     : 12.1s (greedy 선택)
  total_params        : 2192320
  active_before/after : 1829736 / 1794317
  sparsity_all        : 18.15% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 22.37% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.10.conv.0.0             Y     24576     19568     19079     19079      489      (0.426,0.574)      (0.426,0.574)     37696
  features.10.conv.1.0             Y      3456      2751      2682      2682       69      (0.426,0.574)      (0.426,0.574)      5293
  features.10.conv.2               Y     24576     19568     19079     19079      489      (0.437,0.563)      (0.437,0.563)     37617
  features.11.conv.0.0             Y     24576     19568     19079     19079      489      (0.428,0.572)      (0.428,0.572)     37664
  features.11.conv.1.0             Y      3456      2751      2682      2682       69      (0.431,0.569)      (0.431,0.569)      5301
  features.11.conv.2               Y     36864     29352     28618     28618      734      (0.433,0.567)      (0.433,0.567)     56337
  features.12.conv.0.0             Y     55296     44028     42927     42927     1101      (0.424,0.576)      (0.424,0.576)     84851
  features.12.conv.1.0             Y      5184      4127      4024      4024      103      (0.419,0.581)      (0.419,0.581)      7930
  features.12.conv.2               Y     55296     44028     42927     42927     1101      (0.435,0.565)      (0.435,0.565)     84461
  features.13.conv.0.0             Y     55296     44028     42927     42927     1101      (0.427,0.573)      (0.427,0.573)     84739
  features.13.conv.1.0             Y      5184      4127      4024      4024      103      (0.432,0.568)      (0.432,0.568)      7930
  features.13.conv.2               Y     55296     44028     42927     42927     1101      (0.434,0.566)      (0.434,0.566)     84349
  features.14.conv.0.0             Y     55296     44028     42927     42927     1101      (0.425,0.575)      (0.425,0.575)     84729
  features.14.conv.1.0             Y      5184      4127      4024      4024      103      (0.431,0.569)      (0.431,0.569)      7858
  features.14.conv.2               Y     92160     73381     71546     71546     1835      (0.426,0.574)      (0.426,0.574)    140877
  features.15.conv.0.0             Y    153600    122301    119244    119244     3057      (0.414,0.586)      (0.414,0.586)    235033
  features.15.conv.1.0             Y      8640      6879      6707      6707      172      (0.438,0.562)      (0.438,0.562)     13060
  features.15.conv.2               Y    153600    122301    119244    119244     3057      (0.427,0.573)      (0.427,0.573)    234121
  features.16.conv.0.0             Y    153600    122301    119244    119244     3057      (0.417,0.583)      (0.417,0.583)    234624
  features.16.conv.1.0             Y      8640      6879      6707      6707      172      (0.433,0.567)      (0.433,0.567)     13018
  features.16.conv.2               Y    153600    122301    119244    119244     3057      (0.428,0.572)      (0.428,0.572)    232591
  features.17.conv.0.0             Y    153600    122301    119244    119244     3057      (0.422,0.578)      (0.422,0.578)    236164
  features.17.conv.1.0             Y      8640      6879      6707      6707      172      (0.416,0.584)      (0.416,0.584)     13204
  features.17.conv.2               Y    307200    244603    238488    238488     6115      (0.429,0.571)      (0.429,0.571)    469309
  features.18.0                    N    409600    409600    409600    409600        0      (0.407,0.593)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.421,0.579)                  -         0
