================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 8
  prune_ratio  : 0.183348 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-08 22:40:53
  t_score      : 61.3s (그룹별 점수 pass)
  t_greedy     : 13.0s (greedy 선택)
  total_params        : 2192320
  active_before/after : 1903324 / 1866069
  sparsity_all        : 14.88% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 18.34% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.12.conv.0.0             Y     55296     46315     45157     45157     1158      (0.418,0.582)      (0.418,0.582)     89498
  features.12.conv.1.0             Y      5184      4342      4233      4233      109      (0.411,0.589)      (0.411,0.589)      8377
  features.12.conv.2               Y     55296     46315     45157     45157     1158      (0.419,0.581)      (0.419,0.581)     89345
  features.13.conv.0.0             Y     55296     46315     45157     45157     1158      (0.423,0.577)      (0.423,0.577)     89404
  features.13.conv.1.0             Y      5184      4342      4233      4233      109      (0.405,0.595)      (0.405,0.595)      8348
  features.13.conv.2               Y     55296     46315     45157     45157     1158      (0.415,0.585)      (0.415,0.585)     89439
  features.14.conv.0.0             Y     55296     46315     45157     45157     1158      (0.421,0.579)      (0.421,0.579)     89342
  features.14.conv.1.0             Y      5184      4342      4233      4233      109      (0.408,0.592)      (0.408,0.592)      8299
  features.14.conv.2               Y     92160     77192     75262     75262     1930      (0.409,0.591)      (0.409,0.591)    149044
  features.15.conv.0.0             Y    153600    128654    125437    125437     3217      (0.409,0.591)      (0.409,0.591)    247972
  features.15.conv.1.0             Y      8640      7236      7055      7055      181      (0.412,0.588)      (0.412,0.588)     13837
  features.15.conv.2               Y    153600    128654    125437    125437     3217      (0.407,0.593)      (0.407,0.593)    247107
  features.16.conv.0.0             Y    153600    128654    125437    125437     3217      (0.415,0.585)      (0.415,0.585)    247413
  features.16.conv.1.0             Y      8640      7236      7055      7055      181      (0.418,0.582)      (0.418,0.582)     13855
  features.16.conv.2               Y    153600    128654    125437    125437     3217      (0.415,0.585)      (0.415,0.585)    245582
  features.17.conv.0.0             Y    153600    128654    125437    125437     3217      (0.413,0.587)      (0.413,0.587)    248883
  features.17.conv.1.0             Y      8640      7236      7055      7055      181      (0.408,0.592)      (0.408,0.592)     13895
  features.17.conv.2               Y    307200    257308    250875    250875     6433      (0.409,0.591)      (0.409,0.591)    495657
  features.18.0                    N    409600    409600    409600    409600        0      (0.411,0.589)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.408,0.592)                  -         0
