================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 55
  prune_ratio  : 0.751541 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 01:13:45
  t_score      : 62.1s (그룹별 점수 pass)
  t_greedy     : 4.9s (greedy 선택)
  total_params        : 2192320
  active_before/after : 866417 / 855084
  sparsity_all        : 61.00% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 75.16% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.6.conv.1.0              Y      1728       440       429       429       11      (0.413,0.587)      (0.413,0.587)       842
  features.6.conv.2                Y      6144      1565      1526      1526       39      (0.400,0.600)      (0.400,0.600)      2947
  features.7.conv.0.0              Y      6144      1565      1526      1526       39      (0.397,0.603)      (0.397,0.603)      2953
  features.7.conv.1.0              Y      1728       440       429       429       11      (0.396,0.604)      (0.396,0.604)       833
  features.7.conv.2                Y     12288      3131      3053      3053       78      (0.392,0.608)      (0.392,0.608)      5912
  features.8.conv.0.0              Y     24576      6262      6106      6106      156      (0.408,0.592)      (0.408,0.592)     11906
  features.8.conv.1.0              Y      3456       880       858       858       22      (0.391,0.609)      (0.391,0.609)      1686
  features.8.conv.2                Y     24576      6262      6106      6106      156      (0.396,0.604)      (0.396,0.604)     11911
  features.9.conv.0.0              Y     24576      6262      6106      6106      156      (0.405,0.595)      (0.405,0.595)     11990
  features.9.conv.1.0              Y      3456       880       858       858       22      (0.392,0.608)      (0.392,0.608)      1691
  features.9.conv.2                Y     24576      6262      6106      6106      156      (0.392,0.608)      (0.392,0.608)     11939
  features.10.conv.0.0             Y     24576      6262      6106      6106      156      (0.404,0.596)      (0.404,0.596)     11875
  features.10.conv.1.0             Y      3456       880       858       858       22      (0.392,0.608)      (0.392,0.608)      1661
  features.10.conv.2               Y     24576      6262      6106      6106      156      (0.391,0.609)      (0.391,0.609)     11939
  features.11.conv.0.0             Y     24576      6262      6106      6106      156      (0.397,0.603)      (0.397,0.603)     11881
  features.11.conv.1.0             Y      3456       880       858       858       22      (0.387,0.613)      (0.387,0.613)      1684
  features.11.conv.2               Y     36864      9394      9159      9159      235      (0.386,0.614)      (0.386,0.614)     17932
  features.12.conv.0.0             Y     55296     14091     13738     13738      353      (0.396,0.604)      (0.396,0.604)     26665
  features.12.conv.1.0             Y      5184      1321      1288      1288       33      (0.391,0.609)      (0.391,0.609)      2539
  features.12.conv.2               Y     55296     14091     13738     13738      353      (0.389,0.611)      (0.389,0.611)     26858
  features.13.conv.0.0             Y     55296     14091     13738     13738      353      (0.391,0.609)      (0.391,0.609)     26839
  features.13.conv.1.0             Y      5184      1321      1288      1288       33      (0.386,0.614)      (0.386,0.614)      2464
  features.13.conv.2               Y     55296     14091     13738     13738      353      (0.394,0.606)      (0.394,0.606)     27024
  features.14.conv.0.0             Y     55296     14091     13738     13738      353      (0.384,0.616)      (0.384,0.616)     26753
  features.14.conv.1.0             Y      5184      1321      1288      1288       33      (0.390,0.610)      (0.390,0.610)      2521
  features.14.conv.2               Y     92160     23485     22897     22897      588      (0.393,0.607)      (0.393,0.607)     45102
  features.15.conv.0.0             Y    153600     39141     38163     38163      978      (0.391,0.609)      (0.391,0.609)     74891
  features.15.conv.1.0             Y      8640      2201      2146      2146       55      (0.383,0.617)      (0.383,0.617)      4216
  features.15.conv.2               Y    153600     39141     38163     38163      978      (0.383,0.617)      (0.383,0.617)     74849
  features.16.conv.0.0             Y    153600     39141     38163     38163      978      (0.382,0.618)      (0.382,0.618)     74784
  features.16.conv.1.0             Y      8640      2201      2146      2146       55      (0.378,0.622)      (0.378,0.622)      4216
  features.16.conv.2               Y    153600     39141     38163     38163      978      (0.384,0.616)      (0.384,0.616)     75300
  features.17.conv.0.0             Y    153600     39141     38163     38163      978      (0.390,0.610)      (0.390,0.610)     75305
  features.17.conv.1.0             Y      8640      2201      2146      2146       55      (0.379,0.621)      (0.379,0.621)      4167
  features.17.conv.2               Y    307200     78283     76326     76326     1957      (0.376,0.624)      (0.376,0.624)    150928
  features.18.0                    N    409600    409600    409600    409600        0      (0.399,0.601)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.377,0.623)                  -         0
