================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 66
  prune_ratio  : 0.811936 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 01:49:07
  t_score      : 60.1s (그룹별 점수 pass)
  t_greedy     : 3.8s (greedy 선택)
  total_params        : 2192320
  active_before/after : 756200 / 747611
  sparsity_all        : 65.90% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 81.20% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.8.conv.1.0              Y      3456       666       649       649       17      (0.471,0.529)      (0.471,0.529)      1167
  features.8.conv.2                Y     24576      4740      4621      4621      119      (0.473,0.527)      (0.473,0.527)      9046
  features.9.conv.0.0              Y     24576      4740      4621      4621      119      (0.464,0.536)      (0.464,0.536)      9038
  features.9.conv.1.0              Y      3456       666       649       649       17      (0.477,0.523)      (0.477,0.523)      1274
  features.9.conv.2                Y     24576      4740      4621      4621      119      (0.478,0.522)      (0.478,0.522)      9012
  features.10.conv.0.0             Y     24576      4740      4621      4621      119      (0.469,0.531)      (0.469,0.531)      9109
  features.10.conv.1.0             Y      3456       666       649       649       17      (0.475,0.525)      (0.475,0.525)      1285
  features.10.conv.2               Y     24576      4740      4621      4621      119      (0.483,0.517)      (0.483,0.517)      9119
  features.11.conv.0.0             Y     24576      4740      4621      4621      119      (0.467,0.533)      (0.467,0.533)      9090
  features.11.conv.1.0             Y      3456       666       649       649       17      (0.475,0.525)      (0.475,0.525)      1275
  features.11.conv.2               Y     36864      7110      6932      6932      178      (0.476,0.524)      (0.476,0.524)     13677
  features.12.conv.0.0             Y     55296     10665     10399     10399      266      (0.466,0.534)      (0.466,0.534)     20376
  features.12.conv.1.0             Y      5184       999       974       974       25      (0.475,0.525)      (0.475,0.525)      1878
  features.12.conv.2               Y     55296     10665     10399     10399      266      (0.479,0.521)      (0.479,0.521)     20305
  features.13.conv.0.0             Y     55296     10665     10399     10399      266      (0.466,0.534)      (0.466,0.534)     20472
  features.13.conv.1.0             Y      5184       999       974       974       25      (0.476,0.524)      (0.476,0.524)      1926
  features.13.conv.2               Y     55296     10665     10399     10399      266      (0.480,0.520)      (0.480,0.520)     20106
  features.14.conv.0.0             Y     55296     10665     10399     10399      266      (0.463,0.537)      (0.463,0.537)     20526
  features.14.conv.1.0             Y      5184       999       974       974       25      (0.475,0.525)      (0.475,0.525)      1847
  features.14.conv.2               Y     92160     17776     17331     17331      445      (0.479,0.521)      (0.479,0.521)     17341
  features.15.conv.0.0             Y    153600     29627     28886     28886      741      (0.455,0.545)      (0.455,0.545)     56856
  features.15.conv.1.0             Y      8640      1666      1624      1624       42      (0.475,0.525)      (0.475,0.525)      3129
  features.15.conv.2               Y    153600     29627     28886     28886      741      (0.476,0.524)      (0.476,0.524)     28886
  features.16.conv.0.0             Y    153600     29627     28886     28886      741      (0.457,0.543)      (0.457,0.543)     56725
  features.16.conv.1.0             Y      8640      1666      1624      1624       42      (0.474,0.526)      (0.474,0.526)      1624
  features.16.conv.2               Y    153600     29627     28886     28886      741      (0.479,0.521)      (0.479,0.521)     28886
  features.17.conv.0.0             Y    153600     29627     28886     28886      741      (0.475,0.525)      (0.475,0.525)     28892
  features.17.conv.1.0             Y      8640      1666      1624      1624       42      (0.483,0.517)      (0.483,0.517)      3225
  features.17.conv.2               Y    307200     59254     57773     57773     1481      (0.479,0.521)      (0.479,0.521)    114801
  features.18.0                    N    409600    409600    409600    409600        0      (0.449,0.551)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.478,0.522)                  -         0
