================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 16
  prune_ratio  : 0.333080 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-08 23:07:16
  t_score      : 60.1s (그룹별 점수 pass)
  t_greedy     : 10.4s (greedy 선택)
  total_params        : 2192320
  active_before/after : 1630064 / 1599650
  sparsity_all        : 27.03% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 33.31% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.4.conv.2                Y      4608      3151      3073      3073       78      (0.442,0.558)      (0.442,0.558)      6050
  features.5.conv.0.0              Y      6144      4202      4097      4097      105      (0.425,0.575)      (0.425,0.575)      8039
  features.5.conv.1.0              Y      1728      1181      1152      1152       29      (0.432,0.568)      (0.432,0.568)      2259
  features.5.conv.2                Y      6144      4202      4097      4097      105      (0.443,0.557)      (0.443,0.557)      8028
  features.6.conv.0.0              Y      6144      4202      4097      4097      105      (0.422,0.578)      (0.422,0.578)      8026
  features.6.conv.1.0              Y      1728      1181      1152      1152       29      (0.415,0.585)      (0.415,0.585)      1156
  features.6.conv.2                Y      6144      4202      4097      4097      105      (0.419,0.581)      (0.419,0.581)      8005
  features.7.conv.0.0              Y      6144      4202      4097      4097      105      (0.425,0.575)      (0.425,0.575)      8041
  features.7.conv.1.0              Y      1728      1181      1152      1152       29      (0.437,0.563)      (0.437,0.563)      2235
  features.7.conv.2                Y     12288      8405      8195      8195      210      (0.428,0.572)      (0.428,0.572)     16102
  features.8.conv.0.0              Y     24576     16810     16390     16390      420      (0.436,0.564)      (0.436,0.564)     32160
  features.8.conv.1.0              Y      3456      2363      2304      2304       59      (0.425,0.575)      (0.425,0.575)      4531
  features.8.conv.2                Y     24576     16810     16390     16390      420      (0.428,0.572)      (0.428,0.572)     32235
  features.9.conv.0.0              Y     24576     16810     16390     16390      420      (0.429,0.571)      (0.429,0.571)     32190
  features.9.conv.1.0              Y      3456      2363      2304      2304       59      (0.424,0.576)      (0.424,0.576)      4518
  features.9.conv.2                Y     24576     16810     16390     16390      420      (0.426,0.574)      (0.426,0.574)     32212
  features.10.conv.0.0             Y     24576     16810     16390     16390      420      (0.421,0.579)      (0.421,0.579)     32101
  features.10.conv.1.0             Y      3456      2363      2304      2304       59      (0.442,0.558)      (0.442,0.558)      4522
  features.10.conv.2               Y     24576     16810     16390     16390      420      (0.428,0.572)      (0.428,0.572)     32125
  features.11.conv.0.0             Y     24576     16810     16390     16390      420      (0.424,0.576)      (0.424,0.576)     32209
  features.11.conv.1.0             Y      3456      2363      2304      2304       59      (0.424,0.576)      (0.424,0.576)      4504
  features.11.conv.2               Y     36864     25215     24585     24585      630      (0.425,0.575)      (0.425,0.575)     48307
  features.12.conv.0.0             Y     55296     37823     36878     36878      945      (0.422,0.578)      (0.422,0.578)     72227
  features.12.conv.1.0             Y      5184      3545      3457      3457       88      (0.426,0.574)      (0.426,0.574)      6784
  features.12.conv.2               Y     55296     37823     36878     36878      945      (0.429,0.571)      (0.429,0.571)     72419
  features.13.conv.0.0             Y     55296     37823     36878     36878      945      (0.423,0.577)      (0.423,0.577)     72225
  features.13.conv.1.0             Y      5184      3545      3457      3457       88      (0.422,0.578)      (0.422,0.578)      6735
  features.13.conv.2               Y     55296     37823     36878     36878      945      (0.424,0.576)      (0.424,0.576)     72384
  features.14.conv.0.0             Y     55296     37823     36878     36878      945      (0.420,0.580)      (0.420,0.580)     72349
  features.14.conv.1.0             Y      5184      3545      3457      3457       88      (0.419,0.581)      (0.419,0.581)      6745
  features.14.conv.2               Y     92160     63039     61463     61463     1576      (0.417,0.583)      (0.417,0.583)    120754
  features.15.conv.0.0             Y    153600    105065    102438    102438     2627      (0.420,0.580)      (0.420,0.580)    200932
  features.15.conv.1.0             Y      8640      5909      5762      5762      147      (0.419,0.581)      (0.419,0.581)     11245
  features.15.conv.2               Y    153600    105065    102438    102438     2627      (0.416,0.584)      (0.416,0.584)    200922
  features.16.conv.0.0             Y    153600    105065    102438    102438     2627      (0.423,0.577)      (0.423,0.577)    200813
  features.16.conv.1.0             Y      8640      5909      5762      5762      147      (0.425,0.575)      (0.425,0.575)     11233
  features.16.conv.2               Y    153600    105065    102438    102438     2627      (0.423,0.577)      (0.423,0.577)    200882
  features.17.conv.0.0             Y    153600    105065    102438    102438     2627      (0.420,0.580)      (0.420,0.580)    202406
  features.17.conv.1.0             Y      8640      5909      5762      5762      147      (0.415,0.585)      (0.415,0.585)     11218
  features.17.conv.2               Y    307200    210131    204877    204877     5254      (0.418,0.582)      (0.418,0.582)    402925
  features.18.0                    N    409600    409600    409600    409600        0      (0.421,0.579)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.414,0.586)                  -         0
