================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 73
  prune_ratio  : 0.842480 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 02:11:32
  t_score      : 60.8s (그룹별 점수 pass)
  t_greedy     : 3.8s (greedy 선택)
  total_params        : 2192320
  active_before/after : 700462 / 693278
  sparsity_all        : 68.38% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 84.25% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.5.conv.1.0              Y      1728       279       272       272        7      (0.405,0.595)      (0.405,0.595)       518
  features.5.conv.2                Y      6144       992       967       967       25      (0.401,0.599)      (0.401,0.599)       975
  features.6.conv.0.0              Y      6144       992       967       967       25      (0.410,0.590)      (0.410,0.590)      1912
  features.6.conv.1.0              Y      1728       279       272       272        7      (0.399,0.601)      (0.399,0.601)       535
  features.6.conv.2                Y      6144       992       967       967       25      (0.404,0.596)      (0.404,0.596)      1901
  features.7.conv.0.0              Y      6144       992       967       967       25      (0.415,0.585)      (0.415,0.585)      1915
  features.7.conv.1.0              Y      1728       279       272       272        7      (0.402,0.598)      (0.401,0.599)       274
  features.7.conv.2                Y     12288      1985      1935      1935       50      (0.403,0.597)      (0.403,0.597)      3837
  features.8.conv.0.0              Y     24576      3970      3871      3871       99      (0.419,0.581)      (0.419,0.581)      7608
  features.8.conv.1.0              Y      3456       558       544       544       14      (0.397,0.603)      (0.397,0.603)      1034
  features.8.conv.2                Y     24576      3970      3871      3871       99      (0.403,0.597)      (0.403,0.597)      7654
  features.9.conv.0.0              Y     24576      3970      3871      3871       99      (0.419,0.581)      (0.419,0.581)      7634
  features.9.conv.1.0              Y      3456       558       544       544       14      (0.407,0.593)      (0.407,0.593)      1077
  features.9.conv.2                Y     24576      3970      3871      3871       99      (0.406,0.594)      (0.406,0.594)      7664
  features.10.conv.0.0             Y     24576      3970      3871      3871       99      (0.420,0.580)      (0.420,0.580)      7668
  features.10.conv.1.0             Y      3456       558       544       544       14      (0.409,0.591)      (0.409,0.591)      1070
  features.10.conv.2               Y     24576      3970      3871      3871       99      (0.403,0.597)      (0.403,0.597)      7597
  features.11.conv.0.0             Y     24576      3970      3871      3871       99      (0.412,0.588)      (0.412,0.588)      7600
  features.11.conv.1.0             Y      3456       558       544       544       14      (0.400,0.600)      (0.400,0.600)       546
  features.11.conv.2               Y     36864      5955      5806      5806      149      (0.403,0.597)      (0.403,0.597)     11297
  features.12.conv.0.0             Y     55296      8933      8710      8710      223      (0.423,0.577)      (0.423,0.577)     17162
  features.12.conv.1.0             Y      5184       837       816       816       21      (0.406,0.594)      (0.406,0.594)      1567
  features.12.conv.2               Y     55296      8933      8710      8710      223      (0.407,0.593)      (0.407,0.593)     17078
  features.13.conv.0.0             Y     55296      8933      8710      8710      223      (0.420,0.580)      (0.420,0.580)     17171
  features.13.conv.1.0             Y      5184       837       816       816       21      (0.404,0.596)      (0.404,0.596)      1617
  features.13.conv.2               Y     55296      8933      8710      8710      223      (0.405,0.595)      (0.405,0.595)     17140
  features.14.conv.0.0             Y     55296      8933      8710      8710      223      (0.416,0.584)      (0.416,0.584)     17270
  features.14.conv.1.0             Y      5184       837       816       816       21      (0.411,0.589)      (0.411,0.589)      1621
  features.14.conv.2               Y     92160     14889     14517     14517      372      (0.408,0.592)      (0.408,0.592)     27725
  features.15.conv.0.0             Y    153600     24815     24195     24195      620      (0.419,0.581)      (0.419,0.581)     47923
  features.15.conv.1.0             Y      8640      1395      1360      1360       35      (0.409,0.591)      (0.409,0.591)      2703
  features.15.conv.2               Y    153600     24815     24195     24195      620      (0.409,0.591)      (0.409,0.591)     47808
  features.16.conv.0.0             Y    153600     24815     24195     24195      620      (0.412,0.588)      (0.412,0.588)     47769
  features.16.conv.1.0             Y      8640      1395      1360      1360       35      (0.408,0.592)      (0.408,0.592)      2693
  features.16.conv.2               Y    153600     24815     24195     24195      620      (0.407,0.593)      (0.407,0.593)     47702
  features.17.conv.0.0             Y    153600     24815     24195     24195      620      (0.409,0.591)      (0.409,0.591)     48083
  features.17.conv.1.0             Y      8640      1395      1360      1360       35      (0.410,0.590)      (0.410,0.590)      2697
  features.17.conv.2               Y    307200     49631     48390     48390     1241      (0.406,0.594)      (0.406,0.594)     96164
  features.18.0                    N    409600    409600    409600    409600        0      (0.407,0.593)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.410,0.590)                  -         0
