================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 89
  prune_ratio  : 0.894946 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 03:02:09
  t_score      : 62.2s (그룹별 점수 pass)
  t_greedy     : 2.8s (greedy 선택)
  total_params        : 2192320
  active_before/after : 604702 / 599925
  sparsity_all        : 72.64% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 89.50% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.13.conv.1.0             Y      5184       558       544       544       14      (0.436,0.564)      (0.436,0.564)      1076
  features.13.conv.2               Y     55296      5957      5809      5809      148      (0.433,0.567)      (0.433,0.567)     11498
  features.14.conv.0.0             Y     55296      5957      5809      5809      148      (0.438,0.562)      (0.438,0.562)     11502
  features.14.conv.1.0             Y      5184       558       544       544       14      (0.436,0.564)      (0.436,0.564)      1069
  features.14.conv.2               Y     92160      9929      9681      9681      248      (0.424,0.576)      (0.424,0.576)     19222
  features.15.conv.0.0             Y    153600     16549     16136     16136      413      (0.435,0.565)      (0.435,0.565)     31997
  features.15.conv.1.0             Y      8640       930       907       907       23      (0.424,0.576)      (0.424,0.576)      1781
  features.15.conv.2               Y    153600     16549     16136     16136      413      (0.425,0.575)      (0.425,0.575)     31914
  features.16.conv.0.0             Y    153600     16549     16136     16136      413      (0.435,0.565)      (0.435,0.565)     32057
  features.16.conv.1.0             Y      8640       930       907       907       23      (0.432,0.568)      (0.432,0.568)      1790
  features.16.conv.2               Y    153600     16549     16136     16136      413      (0.427,0.573)      (0.427,0.573)     32066
  features.17.conv.0.0             Y    153600     16549     16136     16136      413      (0.430,0.570)      (0.430,0.570)     32025
  features.17.conv.1.0             Y      8640       930       907       907       23      (0.429,0.571)      (0.429,0.571)      1788
  features.17.conv.2               Y    307200     33099     32272     32272      827      (0.419,0.581)      (0.419,0.581)     32274
  features.18.0                    N    409600    409600    409600    409600        0      (0.430,0.570)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.427,0.573)                  -         0
