================================================================================
FairGRAPE-orig Weight Pruning Log (impt_type=4)
  dataset      : UTKFace
  seed         : 42
  iteration    : 42
  prune_ratio  : 0.654702 (누적, 레이어별 keep_target = int(numel × (1 − prune_ratio)))
  FG_ORIG_MODE : clean
  fg_scope     : blocks (50 layers)
  para_batch   : 1
  delta_p      : 0
  timestamp    : 2026-09-09 00:32:02
  t_score      : 61.9s (그룹별 점수 pass)
  t_greedy     : 6.3s (greedy 선택)
  total_params        : 2192320
  active_before/after : 1043127 / 1027391
  sparsity_all        : 53.14% (Conv2d+Linear 전체 대비)
  sparsity_scope      : 65.47% (범위 레이어 numel 대비)
================================================================================

[ 레이어별 greedy 선택 현황 ]
  (target_prop: dense/현재 모델의 그룹별 중요도 점유율, selected_prop: greedy 종료 시 선택된 가중치의 그룹별 점유율.
   clean 모드면 두 값이 근접해야 정상. picks: greedy 루프 반복 횟수(중복 픽 포함). scope=N 은 범위 밖 레이어)
  layer                        scope     numel    active  keep_tgt      kept  removed        target_prop      selected_prop     picks
  features.13.conv.0.0             Y     55296     19583     19093     19093      490      (0.428,0.572)      (0.428,0.572)     37477
  features.13.conv.1.0             Y      5184      1835      1790      1790       45      (0.431,0.569)      (0.431,0.569)      3510
  features.13.conv.2               Y     55296     19583     19093     19093      490      (0.435,0.565)      (0.435,0.565)     37275
  features.14.conv.0.0             Y     55296     19583     19093     19093      490      (0.424,0.576)      (0.424,0.576)     37486
  features.14.conv.1.0             Y      5184      1835      1790      1790       45      (0.426,0.574)      (0.426,0.574)      3467
  features.14.conv.2               Y     92160     32638     31822     31822      816      (0.433,0.567)      (0.433,0.567)     62400
  features.15.conv.0.0             Y    153600     54397     53037     53037     1360      (0.418,0.582)      (0.418,0.582)    104547
  features.15.conv.1.0             Y      8640      3059      2983      2983       76      (0.428,0.572)      (0.428,0.572)      5835
  features.15.conv.2               Y    153600     54397     53037     53037     1360      (0.427,0.573)      (0.427,0.573)    103220
  features.16.conv.0.0             Y    153600     54397     53037     53037     1360      (0.410,0.590)      (0.410,0.590)    104438
  features.16.conv.1.0             Y      8640      3059      2983      2983       76      (0.414,0.586)      (0.414,0.586)      5862
  features.16.conv.2               Y    153600     54397     53037     53037     1360      (0.426,0.574)      (0.426,0.574)    103012
  features.17.conv.0.0             Y    153600     54397     53037     53037     1360      (0.431,0.569)      (0.431,0.569)    104624
  features.17.conv.1.0             Y      8640      3059      2983      2983       76      (0.430,0.570)      (0.430,0.570)      5804
  features.17.conv.2               Y    307200    108795    106075    106075     2720      (0.427,0.573)      (0.427,0.573)    209619
  features.18.0                    N    409600    409600    409600    409600        0      (0.420,0.580)                  -         0
  classifier.1                     N      2560      2560      2560      2560        0      (0.425,0.575)                  -         0
